Tract,heat_days,FIPS,GEOID,heat_bin,heat_label
5404,24.275,6037540400,06037540400,1,less tha 25
5416.04,24.275,6037541604,06037541604,1,less tha 25
5406,24.275,6037540600,06037540600,1,less tha 25
5418.01,24.275,6037541801,06037541801,1,less tha 25
5421.03,24.275,6037542103,06037542103,1,less tha 25
5417,24.275,6037541700,06037541700,1,less tha 25
5416.03,24.275,6037541603,06037541603,1,less tha 25
5415,24.275,6037541500,06037541500,1,less tha 25
5424.01,24.275,6037542401,06037542401,1,less tha 25
5402.03,24.275,6037540203,06037540203,1,less tha 25
5413,24.275,6037541300,06037541300,1,less tha 25
5428,24.466667,6037542800,06037542800,1,less tha 25
2426,24.466667,6037242600,06037242600,1,less tha 25
5429,24.466667,6037542900,06037542900,1,less tha 25
5407,24.466667,6037540700,06037540700,1,less tha 25
5408,24.466667,6037540800,06037540800,1,less tha 25
5412,24.466667,6037541200,06037541200,1,less tha 25
5433.04,25.299999,6037543304,06037543304,2,25-49
5717.03,25.299999,6037571703,06037571703,2,25-49
5433.05,25.299999,6037543305,06037543305,2,25-49
5440.02,25.299999,6037544002,06037544002,2,25-49
5717.01,25.299999,6037571701,06037571701,2,25-49
5440.01,25.299999,6037544001,06037544001,2,25-49
5433.06,25.841667,6037543306,06037543306,2,25-49
5433.22,25.841667,6037543322,06037543322,2,25-49
5439.03,25.841667,6037543903,06037543903,2,25-49
5433.21,25.841667,6037543321,06037543321,2,25-49
5439.05,26.358334,6037543905,06037543905,2,25-49
5730.03,26.366667,6037573003,06037573003,2,25-49
5730.04,26.366667,6037573004,06037573004,2,25-49
5727,26.366667,6037572700,06037572700,2,25-49
5754.01,26.366667,6037575401,06037575401,2,25-49
5758.02,26.366667,6037575802,06037575802,2,25-49
5759.01,26.366667,6037575901,06037575901,2,25-49
5729,26.366667,6037572900,06037572900,2,25-49
5759.02,26.366667,6037575902,06037575902,2,25-49
5758.01,26.366667,6037575801,06037575801,2,25-49
5726,26.366667,6037572600,06037572600,2,25-49
5730.02,26.366667,6037573002,06037573002,2,25-49
5758.03,26.366667,6037575803,06037575803,2,25-49
5731,26.366667,6037573100,06037573100,2,25-49
5754.02,26.366667,6037575402,06037575402,2,25-49
5723.02,26.966667,6037572302,06037572302,2,25-49
5725,26.966667,6037572500,06037572500,2,25-49
5723.01,26.966667,6037572301,06037572301,2,25-49
5432.02,27.25,6037543202,06037543202,2,25-49
5424.02,27.25,6037542402,06037542402,2,25-49
5704.02,27.25,6037570402,06037570402,2,25-49
5704.04,27.25,6037570404,06037570404,2,25-49
5704.03,27.25,6037570403,06037570403,2,25-49
2941.20,27.458334,6037294120,06037294120,2,25-49
2947.01,27.458334,6037294701,06037294701,2,25-49
2946.20,27.458334,6037294620,06037294620,2,25-49
8004.08,27.616667,6037800408,06037800408,2,25-49
5431,27.708334,6037543100,06037543100,2,25-49
2145.01,29.533333,6037214501,06037214501,2,25-49
1919.02,29.533333,6037191902,06037191902,2,25-49
1920.02,29.533333,6037192002,06037192002,2,25-49
1910,29.533333,6037191000,06037191000,2,25-49
2147,29.533333,6037214700,06037214700,2,25-49
2140,29.533333,6037214000,06037214000,2,25-49
1918.10,29.533333,6037191810,06037191810,2,25-49
1924.10,29.533333,6037192410,06037192410,2,25-49
1944.01,29.533333,6037194401,06037194401,2,25-49
1920.01,29.533333,6037192001,06037192001,2,25-49
2145.02,29.533333,6037214502,06037214502,2,25-49
1902.01,29.533333,6037190201,06037190201,2,25-49
1897.02,29.533333,6037189702,06037189702,2,25-49
1908.02,29.533333,6037190802,06037190802,2,25-49
1902.02,29.533333,6037190202,06037190202,2,25-49
1908.01,29.533333,6037190801,06037190801,2,25-49
1907,29.533333,6037190700,06037190700,2,25-49
1919.01,29.533333,6037191901,06037191901,2,25-49
2146,29.533333,6037214600,06037214600,2,25-49
1899.04,29.533333,6037189904,06037189904,2,25-49
7001.02,29.533333,6037700102,06037700102,2,25-49
1899.05,29.533333,6037189905,06037189905,2,25-49
1918.20,29.533333,6037191820,06037191820,2,25-49
7002,29.533333,6037700200,06037700200,2,25-49
1898,29.533333,6037189800,06037189800,2,25-49
1895,29.533333,6037189500,06037189500,2,25-49
1899.02,29.533333,6037189902,06037189902,2,25-49
2141,29.533333,6037214100,06037214100,2,25-49
1899.03,29.533333,6037189903,06037189903,2,25-49
1941.01,29.533333,6037194101,06037194101,2,25-49
2144,29.533333,6037214400,06037214400,2,25-49
1896,29.533333,6037189600,06037189600,2,25-49
1901,29.533333,6037190100,06037190100,2,25-49
1909.02,29.533333,6037190902,06037190902,2,25-49
2145.03,29.533333,6037214503,06037214503,2,25-49
7001.01,29.533333,6037700101,06037700101,2,25-49
1923,29.533333,6037192300,06037192300,2,25-49
2148,29.708334,6037214800,06037214800,2,25-49
1944.02,29.708334,6037194402,06037194402,2,25-49
1945,29.708334,6037194500,06037194500,2,25-49
7003,29.708334,6037700300,06037700300,2,25-49
7008.02,29.708334,6037700802,06037700802,2,25-49
7004,29.708334,6037700400,06037700400,2,25-49
1942,29.708334,6037194200,06037194200,2,25-49
2110,29.875,6037211000,06037211000,2,25-49
2151.02,29.875,6037215102,06037215102,2,25-49
2151.01,29.875,6037215101,06037215101,2,25-49
2117.01,29.875,6037211701,06037211701,2,25-49
2163,29.924999,6037216300,06037216300,2,25-49
7009.01,30.058332,6037700901,06037700901,2,25-49
8004.06,33.608334,6037800406,06037800406,2,25-49
2215,36.275002,6037221500,06037221500,2,25-49
2095.20,36.275002,6037209520,06037209520,2,25-49
2125.01,36.275002,6037212501,06037212501,2,25-49
2244.20,36.275002,6037224420,06037224420,2,25-49
2264.20,36.275002,6037226420,06037226420,2,25-49
2219,36.275002,6037221900,06037221900,2,25-49
2122.04,36.275002,6037212204,06037212204,2,25-49
2093,36.275002,6037209300,06037209300,2,25-49
2123.03,36.275002,6037212303,06037212303,2,25-49
2217.10,36.275002,6037221710,06037221710,2,25-49
2133.10,36.275002,6037213310,06037213310,2,25-49
2089.02,36.275002,6037208902,06037208902,2,25-49
2242,36.275002,6037224200,06037224200,2,25-49
2243.10,36.275002,6037224310,06037224310,2,25-49
2133.20,36.275002,6037213320,06037213320,2,25-49
2283.20,36.275002,6037228320,06037228320,2,25-49
2125.02,36.275002,6037212502,06037212502,2,25-49
2218.10,36.275002,6037221810,06037221810,2,25-49
2267,36.275002,6037226700,06037226700,2,25-49
2123.04,36.275002,6037212304,06037212304,2,25-49
2124.20,36.275002,6037212420,06037212420,2,25-49
2091.03,36.275002,6037209103,06037209103,2,25-49
2222,36.275002,6037222200,06037222200,2,25-49
2091.04,36.275002,6037209104,06037209104,2,25-49
2283.10,36.275002,6037228310,06037228310,2,25-49
2246,36.275002,6037224600,06037224600,2,25-49
2132.01,36.275002,6037213201,06037213201,2,25-49
2212.10,36.275002,6037221210,06037221210,2,25-49
2225,36.275002,6037222500,06037222500,2,25-49
2284.10,36.275002,6037228410,06037228410,2,25-49
2124.10,36.275002,6037212410,06037212410,2,25-49
2216.02,36.275002,6037221602,06037221602,2,25-49
2317.20,36.275002,6037231720,06037231720,2,25-49
2134.01,36.275002,6037213401,06037213401,2,25-49
2122.02,36.275002,6037212202,06037212202,2,25-49
2285,36.275002,6037228500,06037228500,2,25-49
2317.10,36.275002,6037231710,06037231710,2,25-49
2313,36.275002,6037231300,06037231300,2,25-49
2089.04,36.275002,6037208904,06037208904,2,25-49
2318,36.275002,6037231800,06037231800,2,25-49
2211.10,36.275002,6037221110,06037221110,2,25-49
2132.02,36.275002,6037213202,06037213202,2,25-49
2123.05,36.275002,6037212305,06037212305,2,25-49
2100.10,36.275002,6037210010,06037210010,2,25-49
2240.20,36.275002,6037224020,06037224020,2,25-49
2240.10,36.275002,6037224010,06037224010,2,25-49
2094.03,36.275002,6037209403,06037209403,2,25-49
2091.02,36.275002,6037209102,06037209102,2,25-49
2211.20,36.275002,6037221120,06037221120,2,25-49
2092,36.275002,6037209200,06037209200,2,25-49
2079,36.275002,6037207900,06037207900,2,25-49
2264.10,36.275002,6037226410,06037226410,2,25-49
2077.10,36.275002,6037207710,06037207710,2,25-49
2312.10,36.275002,6037231210,06037231210,2,25-49
2218.20,36.275002,6037221820,06037221820,2,25-49
2122.03,36.275002,6037212203,06037212203,2,25-49
2098.10,36.275002,6037209810,06037209810,2,25-49
2311,36.275002,6037231100,06037231100,2,25-49
2095.10,36.275002,6037209510,06037209510,2,25-49
2098.20,36.275002,6037209820,06037209820,2,25-49
2212.20,36.275002,6037221220,06037221220,2,25-49
2316,36.275002,6037231600,06037231600,2,25-49
2286,36.275002,6037228600,06037228600,2,25-49
2094.02,36.275002,6037209402,06037209402,2,25-49
2094.01,36.275002,6037209401,06037209401,2,25-49
2244.10,36.275002,6037224410,06037224410,2,25-49
2221,36.275002,6037222100,06037222100,2,25-49
2284.20,36.275002,6037228420,06037228420,2,25-49
2226,36.275002,6037222600,06037222600,2,25-49
2123.06,36.275002,6037212306,06037212306,2,25-49
2312.20,36.275002,6037231220,06037231220,2,25-49
2216.01,36.275002,6037221601,06037221601,2,25-49
2134.02,36.275002,6037213402,06037213402,2,25-49
2213.03,36.275002,6037221303,06037221303,2,25-49
2243.20,36.275002,6037224320,06037224320,2,25-49
2214.02,36.341667,6037221402,06037221402,2,25-49
2213.04,36.341667,6037221304,06037221304,2,25-49
2314,36.341667,6037231400,06037231400,2,25-49
2213.02,36.341667,6037221302,06037221302,2,25-49
2315,36.341667,6037231500,06037231500,2,25-49
2214.01,36.341667,6037221401,06037221401,2,25-49
2126.10,36.341667,6037212610,06037212610,2,25-49
2220.01,36.341667,6037222001,06037222001,2,25-49
2131,36.341667,6037213100,06037213100,2,25-49
2220.02,36.341667,6037222002,06037222002,2,25-49
2126.20,36.341667,6037212620,06037212620,2,25-49
2321.20,36.366665,6037232120,06037232120,2,25-49
2321.10,36.366665,6037232110,06037232110,2,25-49
2293,36.366665,6037229300,06037229300,2,25-49
2322,36.366665,6037232200,06037232200,2,25-49
2287.10,36.366665,6037228710,06037228710,2,25-49
2323,36.366665,6037232300,06037232300,2,25-49
2319,36.366665,6037231900,06037231900,2,25-49
2292,36.366665,6037229200,06037229200,2,25-49
2324,36.408333,6037232400,06037232400,2,25-49
5713,38.116665,6037571300,06037571300,2,25-49
5705.01,38.116665,6037570501,06037570501,2,25-49
5714,38.116665,6037571400,06037571400,2,25-49
5708,38.116665,6037570800,06037570800,2,25-49
5706.01,38.116665,6037570601,06037570601,2,25-49
5706.03,38.116665,6037570603,06037570603,2,25-49
5715.03,38.116665,6037571503,06037571503,2,25-49
5707.02,38.116665,6037570702,06037570702,2,25-49
5706.02,38.116665,6037570602,06037570602,2,25-49
5716,38.116665,6037571600,06037571600,2,25-49
5715.04,38.116665,6037571504,06037571504,2,25-49
5720.01,38.116665,6037572001,06037572001,2,25-49
5701,38.116665,6037570100,06037570100,2,25-49
5702.04,38.116665,6037570204,06037570204,2,25-49
5707.01,38.116665,6037570701,06037570701,2,25-49
5700.02,38.116665,6037570002,06037570002,2,25-49
5700.03,38.116665,6037570003,06037570003,2,25-49
5705.02,38.116665,6037570502,06037570502,2,25-49
5717.04,38.716667,6037571704,06037571704,2,25-49
5719,38.716667,6037571900,06037571900,2,25-49
5720.02,38.716667,6037572002,06037572002,2,25-49
5703.03,38.716667,6037570303,06037570303,2,25-49
5703.04,38.716667,6037570304,06037570304,2,25-49
5718,38.716667,6037571800,06037571800,2,25-49
5715.02,38.716667,6037571502,06037571502,2,25-49
5742.01,40.891666,6037574201,06037574201,2,25-49
5769.01,40.891666,6037576901,06037576901,2,25-49
5765.02,40.891666,6037576502,06037576502,2,25-49
5768.02,40.891666,6037576802,06037576802,2,25-49
5733,40.891666,6037573300,06037573300,2,25-49
5742.02,40.891666,6037574202,06037574202,2,25-49
5769.04,40.891666,6037576904,06037576904,2,25-49
5774,40.891666,6037577400,06037577400,2,25-49
5765.01,40.891666,6037576501,06037576501,2,25-49
5751.03,40.891666,6037575103,06037575103,2,25-49
5765.03,40.891666,6037576503,06037576503,2,25-49
5769.03,40.891666,6037576903,06037576903,2,25-49
5764.03,40.891666,6037576403,06037576403,2,25-49
5734.02,40.891666,6037573402,06037573402,2,25-49
5751.01,40.891666,6037575101,06037575101,2,25-49
5768.01,40.891666,6037576801,06037576801,2,25-49
5751.02,40.891666,6037575102,06037575102,2,25-49
5764.01,40.891666,6037576401,06037576401,2,25-49
5764.02,40.891666,6037576402,06037576402,2,25-49
5771,40.891666,6037577100,06037577100,2,25-49
5766.01,40.891666,6037576601,06037576601,2,25-49
5763.02,40.891666,6037576302,06037576302,2,25-49
5752.02,40.891666,6037575202,06037575202,2,25-49
5752.01,40.891666,6037575201,06037575201,2,25-49
5750.01,40.891666,6037575001,06037575001,2,25-49
5734.03,40.891666,6037573403,06037573403,2,25-49
5749.02,40.891666,6037574902,06037574902,2,25-49
5750.02,40.891666,6037575002,06037575002,2,25-49
5773,41.25,6037577300,06037577300,2,25-49
5767,41.25,6037576700,06037576700,2,25-49
5772,41.25,6037577200,06037577200,2,25-49
8005.04,41.391666,6037800504,06037800504,2,25-49
5732.02,41.674999,6037573202,06037573202,2,25-49
5762,41.674999,6037576200,06037576200,2,25-49
5722.02,41.674999,6037572202,06037572202,2,25-49
5760.01,41.674999,6037576001,06037576001,2,25-49
5732.01,41.674999,6037573201,06037573201,2,25-49
5753,41.674999,6037575300,06037575300,2,25-49
5763.01,41.674999,6037576301,06037576301,2,25-49
5766.02,41.900002,6037576602,06037576602,2,25-49
5536.01,42.224998,6037553601,06037553601,2,25-49
5540.01,42.224998,6037554001,06037554001,2,25-49
5512.02,42.224998,6037551202,06037551202,2,25-49
5533,42.224998,6037553300,06037553300,2,25-49
5535.02,42.224998,6037553502,06037553502,2,25-49
5543.01,42.224998,6037554301,06037554301,2,25-49
5534,42.224998,6037553400,06037553400,2,25-49
5536.02,42.224998,6037553602,06037553602,2,25-49
5515.02,42.224998,6037551502,06037551502,2,25-49
5535.04,42.224998,6037553504,06037553504,2,25-49
5539.02,42.224998,6037553902,06037553902,2,25-49
5535.03,42.224998,6037553503,06037553503,2,25-49
5512.01,42.224998,6037551201,06037551201,2,25-49
5538.01,42.224998,6037553801,06037553801,2,25-49
5517,42.224998,6037551700,06037551700,2,25-49
5540.02,42.224998,6037554002,06037554002,2,25-49
5542.01,42.224998,6037554201,06037554201,2,25-49
5539.01,42.224998,6037553901,06037553901,2,25-49
5362,42.224998,6037536200,06037536200,2,25-49
5421.04,42.358334,6037542104,06037542104,2,25-49
5537.01,42.358334,6037553701,06037553701,2,25-49
5421.06,42.358334,6037542106,06037542106,2,25-49
5401.02,42.358334,6037540102,06037540102,2,25-49
5537.02,42.358334,6037553702,06037553702,2,25-49
5400,42.358334,6037540000,06037540000,2,25-49
5401.01,42.358334,6037540101,06037540101,2,25-49
5418.02,42.358334,6037541802,06037541802,2,25-49
5422,42.358334,6037542200,06037542200,2,25-49
5538.02,42.358334,6037553802,06037553802,2,25-49
5722.01,42.408333,6037572201,06037572201,2,25-49
5776.02,43.608334,6037577602,06037577602,2,25-49
5745,43.608334,6037574500,06037574500,2,25-49
5744,43.608334,6037574400,06037574400,2,25-49
5776.03,44.200001,6037577603,06037577603,2,25-49
5748,44.200001,6037574800,06037574800,2,25-49
5770,44.200001,6037577000,06037577000,2,25-49
5743,44.200001,6037574300,06037574300,2,25-49
5749.01,44.200001,6037574901,06037574901,2,25-49
5348.02,44.299999,6037534802,06037534802,2,25-49
5330.02,44.299999,6037533002,06037533002,2,25-49
5356.04,44.299999,6037535604,06037535604,2,25-49
2422,44.299999,6037242200,06037242200,2,25-49
5331.04,44.299999,6037533104,06037533104,2,25-49
5334.02,44.299999,6037533402,06037533402,2,25-49
5326.05,44.299999,6037532605,06037532605,2,25-49
5355.02,44.299999,6037535502,06037535502,2,25-49
5331.03,44.299999,6037533103,06037533103,2,25-49
5358.03,44.299999,6037535803,06037535803,2,25-49
5327,44.299999,6037532700,06037532700,2,25-49
5348.03,44.299999,6037534803,06037534803,2,25-49
5332.01,44.299999,6037533201,06037533201,2,25-49
2421,44.299999,6037242100,06037242100,2,25-49
5326.06,44.299999,6037532606,06037532606,2,25-49
5356.06,44.299999,6037535606,06037535606,2,25-49
5326.03,44.299999,6037532603,06037532603,2,25-49
5333,44.299999,6037533300,06037533300,2,25-49
5357.02,44.299999,6037535702,06037535702,2,25-49
5348.04,44.299999,6037534804,06037534804,2,25-49
5326.04,44.299999,6037532604,06037532604,2,25-49
5332.03,44.299999,6037533203,06037533203,2,25-49
2423,44.299999,6037242300,06037242300,2,25-49
5335.03,44.299999,6037533503,06037533503,2,25-49
5331.07,44.299999,6037533107,06037533107,2,25-49
5350.02,44.299999,6037535002,06037535002,2,25-49
5358.04,44.299999,6037535804,06037535804,2,25-49
5357.01,44.299999,6037535701,06037535701,2,25-49
5335.02,44.299999,6037533502,06037533502,2,25-49
5335.01,44.299999,6037533501,06037533501,2,25-49
5356.05,44.299999,6037535605,06037535605,2,25-49
5331.05,44.299999,6037533105,06037533105,2,25-49
5330.01,44.299999,6037533001,06037533001,2,25-49
5325,44.299999,6037532500,06037532500,2,25-49
5344.03,44.299999,6037534403,06037534403,2,25-49
5353,44.299999,6037535300,06037535300,2,25-49
5354,44.299999,6037535400,06037535400,2,25-49
5331.06,44.299999,6037533106,06037533106,2,25-49
5347,44.299999,6037534700,06037534700,2,25-49
5356.03,44.299999,6037535603,06037535603,2,25-49
2289,44.299999,6037228900,06037228900,2,25-49
5345.01,44.299999,6037534501,06037534501,2,25-49
5345.02,44.299999,6037534502,06037534502,2,25-49
5355.03,44.299999,6037535503,06037535503,2,25-49
5332.02,44.299999,6037533202,06037533202,2,25-49
5355.01,44.299999,6037535501,06037535501,2,25-49
5349,44.299999,6037534900,06037534900,2,25-49
5351.02,44.316666,6037535102,06037535102,2,25-49
5328,44.316666,6037532800,06037532800,2,25-49
5350.01,44.316666,6037535001,06037535001,2,25-49
2291,44.316666,6037229100,06037229100,2,25-49
5351.01,44.316666,6037535101,06037535101,2,25-49
5329,44.316666,6037532900,06037532900,2,25-49
5352,44.316666,6037535200,06037535200,2,25-49
5356.07,44.375,6037535607,06037535607,2,25-49
5402.01,44.375,6037540201,06037540201,2,25-49
5359.02,44.375,6037535902,06037535902,2,25-49
2431,44.375,6037243100,06037243100,2,25-49
2430,44.375,6037243000,06037243000,2,25-49
5358.02,44.375,6037535802,06037535802,2,25-49
5403,44.375,6037540300,06037540300,2,25-49
2427,44.375,6037242700,06037242700,2,25-49
2420,44.391666,6037242000,06037242000,2,25-49
5775.01,44.508335,6037577501,06037577501,2,25-49
2626.01,45.283333,6037262601,06037262601,2,25-49
8005.06,45.466667,6037800506,06037800506,2,25-49
5702.03,46.083332,6037570203,06037570203,2,25-49
5543.02,46.083332,6037554302,06037554302,2,25-49
5544.03,46.083332,6037554403,06037554403,2,25-49
5544.04,46.083332,6037554404,06037554404,2,25-49
5702.02,46.200001,6037570202,06037570202,2,25-49
5703.01,46.241665,6037570301,06037570301,2,25-49
5545.15,47.650002,6037554515,06037554515,2,25-49
5551.02,47.650002,6037555102,06037555102,2,25-49
5550.01,47.650002,6037555001,06037555001,2,25-49
5738,47.650002,6037573800,06037573800,2,25-49
5737,47.650002,6037573700,06037573700,2,25-49
5552.02,47.650002,6037555202,06037555202,2,25-49
5552.12,47.650002,6037555212,06037555212,2,25-49
5552.11,47.650002,6037555211,06037555211,2,25-49
5709.01,47.650002,6037570901,06037570901,2,25-49
5545.16,47.650002,6037554516,06037554516,2,25-49
5711.02,47.650002,6037571102,06037571102,2,25-49
5550.02,47.650002,6037555002,06037555002,2,25-49
5545.22,47.650002,6037554522,06037554522,2,25-49
5548.02,47.650002,6037554802,06037554802,2,25-49
5549,47.650002,6037554900,06037554900,2,25-49
5710,47.650002,6037571000,06037571000,2,25-49
5711.01,47.650002,6037571101,06037571101,2,25-49
5736.01,47.799999,6037573601,06037573601,2,25-49
5712,47.799999,6037571200,06037571200,2,25-49
5700.01,47.799999,6037570001,06037570001,2,25-49
5709.02,47.799999,6037570902,06037570902,2,25-49
5739.02,48.516666,6037573902,06037573902,2,25-49
5740,48.516666,6037574000,06037574000,2,25-49
5741,48.783333,6037574100,06037574100,2,25-49
8003.24,53.716667,6037800324,06037800324,3,50-74
8003.25,54.516666,6037800325,06037800325,3,50-74
8003.26,54.541668,6037800326,06037800326,3,50-74
5545.18,55.891666,6037554518,06037554518,3,50-74
5545.17,57.033333,6037554517,06037554517,3,50-74
5551.03,57.033333,6037555103,06037555103,3,50-74
5551.04,57.033333,6037555104,06037555104,3,50-74
5545.19,57.033333,6037554519,06037554519,3,50-74
1871.01,58.758335,6037187101,06037187101,3,50-74
1914.10,58.758335,6037191410,06037191410,3,50-74
1958.02,58.758335,6037195802,06037195802,3,50-74
1925.20,58.758335,6037192520,06037192520,3,50-74
1904.02,58.758335,6037190402,06037190402,3,50-74
1959.02,58.758335,6037195902,06037195902,3,50-74
1916.10,58.758335,6037191610,06037191610,3,50-74
2111.22,58.758335,6037211122,06037211122,3,50-74
1912.04,58.758335,6037191204,06037191204,3,50-74
1957.20,58.758335,6037195720,06037195720,3,50-74
2118.03,58.758335,6037211803,06037211803,3,50-74
1952.01,58.758335,6037195201,06037195201,3,50-74
1975,58.758335,6037197500,06037197500,3,50-74
2119.21,58.758335,6037211921,06037211921,3,50-74
1913.02,58.758335,6037191302,06037191302,3,50-74
1958.03,58.758335,6037195803,06037195803,3,50-74
2111.21,58.758335,6037211121,06037211121,3,50-74
1955,58.758335,6037195500,06037195500,3,50-74
2113.10,58.758335,6037211310,06037211310,3,50-74
2113.20,58.758335,6037211320,06037211320,3,50-74
2119.10,58.758335,6037211910,06037211910,3,50-74
1911.20,58.758335,6037191120,06037191120,3,50-74
1915,58.758335,6037191500,06037191500,3,50-74
1926.10,58.758335,6037192610,06037192610,3,50-74
1912.03,58.758335,6037191203,06037191203,3,50-74
1958.04,58.758335,6037195804,06037195804,3,50-74
1904.01,58.758335,6037190401,06037190401,3,50-74
1892.02,58.758335,6037189202,06037189202,3,50-74
1957.10,58.758335,6037195710,06037195710,3,50-74
2119.22,58.758335,6037211922,06037211922,3,50-74
2085.02,58.758335,6037208502,06037208502,3,50-74
1882.02,58.758335,6037188202,06037188202,3,50-74
1892.01,58.758335,6037189201,06037189201,3,50-74
1953,58.758335,6037195300,06037195300,3,50-74
1951,58.758335,6037195100,06037195100,3,50-74
2112.02,58.758335,6037211202,06037211202,3,50-74
2084.02,58.758335,6037208402,06037208402,3,50-74
1912.01,58.758335,6037191201,06037191201,3,50-74
2087.10,58.758335,6037208710,06037208710,3,50-74
2085.01,58.758335,6037208501,06037208501,3,50-74
2112.01,58.758335,6037211201,06037211201,3,50-74
1954,58.758335,6037195400,06037195400,3,50-74
1911.10,58.758335,6037191110,06037191110,3,50-74
1913.01,58.758335,6037191301,06037191301,3,50-74
1956,58.758335,6037195600,06037195600,3,50-74
1926.20,58.758335,6037192620,06037192620,3,50-74
1882.01,58.758335,6037188201,06037188201,3,50-74
1927,58.758335,6037192700,06037192700,3,50-74
1925.10,58.758335,6037192510,06037192510,3,50-74
1905.20,58.758335,6037190520,06037190520,3,50-74
1891.01,58.758335,6037189101,06037189101,3,50-74
1959.03,58.758335,6037195903,06037195903,3,50-74
2118.04,58.758335,6037211804,06037211804,3,50-74
1974.20,58.758335,6037197420,06037197420,3,50-74
1952.02,58.758335,6037195202,06037195202,3,50-74
1914.20,58.758335,6037191420,06037191420,3,50-74
2114.10,58.758335,6037211410,06037211410,3,50-74
2114.20,58.758335,6037211420,06037211420,3,50-74
2086.10,58.758335,6037208610,06037208610,3,50-74
2086.20,58.758335,6037208620,06037208620,3,50-74
1959.01,58.758335,6037195901,06037195901,3,50-74
1916.20,58.758335,6037191620,06037191620,3,50-74
1891.02,58.758335,6037189102,06037189102,3,50-74
1903.01,58.791668,6037190301,06037190301,3,50-74
1924.20,58.791668,6037192420,06037192420,3,50-74
1917.10,58.791668,6037191710,06037191710,3,50-74
2117.03,58.791668,6037211703,06037211703,3,50-74
1909.01,58.791668,6037190901,06037190901,3,50-74
1905.10,58.791668,6037190510,06037190510,3,50-74
1917.20,58.791668,6037191720,06037191720,3,50-74
1893,58.791668,6037189300,06037189300,3,50-74
2115,58.791668,6037211500,06037211500,3,50-74
2088.01,58.891666,6037208801,06037208801,3,50-74
2111.20,58.891666,6037211120,06037211120,3,50-74
2121.01,58.891666,6037212101,06037212101,3,50-74
2083.02,58.891666,6037208302,06037208302,3,50-74
2089.03,58.891666,6037208903,06037208903,3,50-74
2088.02,58.891666,6037208802,06037208802,3,50-74
2084.01,58.891666,6037208401,06037208401,3,50-74
2083.01,58.891666,6037208301,06037208301,3,50-74
2087.20,58.891666,6037208720,06037208720,3,50-74
2121.02,58.891666,6037212102,06037212102,3,50-74
2118.02,58.891666,6037211802,06037211802,3,50-74
2117.04,58.933334,6037211704,06037211704,3,50-74
2049.10,61.916668,6037204910,06037204910,3,50-74
2043,61.916668,6037204300,06037204300,3,50-74
2062,61.916668,6037206200,06037206200,3,50-74
2048.20,61.916668,6037204820,06037204820,3,50-74
2051.10,61.916668,6037205110,06037205110,3,50-74
2036,61.916668,6037203600,06037203600,3,50-74
2041.10,61.916668,6037204110,06037204110,3,50-74
2038,61.916668,6037203800,06037203800,3,50-74
2049.20,61.916668,6037204920,06037204920,3,50-74
2060.50,61.916668,6037206050,06037206050,3,50-74
2039,61.916668,6037203900,06037203900,3,50-74
2037.20,61.916668,6037203720,06037203720,3,50-74
2046,61.916668,6037204600,06037204600,3,50-74
2042,61.916668,6037204200,06037204200,3,50-74
2048.10,61.916668,6037204810,06037204810,3,50-74
2032,61.916668,6037203200,06037203200,3,50-74
2037.10,61.916668,6037203710,06037203710,3,50-74
2047,61.916668,6037204700,06037204700,3,50-74
2044.10,61.916668,6037204410,06037204410,3,50-74
2044.20,61.916668,6037204420,06037204420,3,50-74
2041.20,61.916668,6037204120,06037204120,3,50-74
2060.31,61.916668,6037206031,06037206031,3,50-74
2060.32,61.916668,6037206032,06037206032,3,50-74
2051.20,61.916668,6037205120,06037205120,3,50-74
2260.01,62,6037226001,06037226001,3,50-74
2075.02,62,6037207502,06037207502,3,50-74
2073.01,62,6037207301,06037207301,3,50-74
2270.10,62,6037227010,06037227010,3,50-74
2282.10,62,6037228210,06037228210,3,50-74
2260.02,62,6037226002,06037226002,3,50-74
2073.02,62,6037207302,06037207302,3,50-74
2281,62,6037228100,06037228100,3,50-74
2270.20,62,6037227020,06037227020,3,50-74
2075.01,62,6037207501,06037207501,3,50-74
2282.20,62,6037228220,06037228220,3,50-74
2288,62.316666,6037228800,06037228800,3,50-74
2287.20,62.349998,6037228720,06037228720,3,50-74
5519,67.150002,6037551900,06037551900,3,50-74
5527,67.150002,6037552700,06037552700,3,50-74
5526.01,67.150002,6037552601,06037552601,3,50-74
5531,67.150002,6037553100,06037553100,3,50-74
5502.02,67.150002,6037550202,06037550202,3,50-74
5528,67.150002,6037552800,06037552800,3,50-74
5503,67.150002,6037550300,06037550300,3,50-74
5502.01,67.150002,6037550201,06037550201,3,50-74
5529,67.150002,6037552900,06037552900,3,50-74
5547,67.150002,6037554700,06037554700,3,50-74
5520.02,67.150002,6037552002,06037552002,3,50-74
5520.01,67.150002,6037552001,06037552001,3,50-74
5541.04,67.150002,6037554104,06037554104,3,50-74
5545.13,67.150002,6037554513,06037554513,3,50-74
5546,67.150002,6037554600,06037554600,3,50-74
5501,67.150002,6037550100,06037550100,3,50-74
5530,67.150002,6037553000,06037553000,3,50-74
5521,67.150002,6037552100,06037552100,3,50-74
1011.22,67.175003,6037101122,06037101122,3,50-74
1011.10,67.175003,6037101110,06037101110,3,50-74
