geoid,name,population,value,percentile,t_percentile,fips
06013370000,3700,2850,9.708333,.11856794,11.856794,06013370000
06001442301,4423.0098,5496,17.883333,.20973951,20.973951,06001442301
06037405101,4051.01,5617,142.85001,.89933276,89.933273,06037405101
06037199800,1998,5828,80.474998,.50275886,50.275887,06037199800
06037291300,2913,3037,14.908334,.18170153,18.170153,06037291300
06037292000,2920,6567,14.908334,.18170153,18.170153,06037292000
06037604002,6040.02,4856,13.241667,.16809958,16.809958,06037604002
06037920035,9200.3496,6895,111.08334,.62998843,62.998844,06037920035
06029002804,28.040001,2510,145.09166,.9286539,92.865387,06029002804
06107001800,18,4608,135.61667,.83344024,83.344025,06107001800
06037402101,4021.01,5558,109.91666,.62466317,62.466316,06037402101
06037542602,5426.02,5934,24.275,.25073785,25.073784,06037542602
06075020900,209,4597,4.3166666,.033363275,3.3363276,06075020900
06075021000,210,4523,4.3166666,.033363275,3.3363276,06075021000
06013302005,3020.05,7290,104.68333,.60156548,60.156548,06013302005
06045011300,113,5673,104.15833,.5995124,59.951241,06045011300
06045010900,109,4989,103.28333,.59091491,59.091492,06045010900
06045010100,101,2674,101.18333,.58064932,58.06493,06045010100
06067007104,71.040001,8397,123.54166,.73405617,73.405617,06067007104
06085512042,5120.4199,3020,54.591667,.41473117,41.473118,06085512042
06085503306,5033.0601,4373,41.366665,.340947,34.0947,06085503306
06111001503,15.03,5106,22.466667,.24214038,24.214039,06111001503
06099003605,36.049999,8068,122.475,.72122419,72.122421,06099003605
06071003603,36.029999,3938,138.54167,.85904014,85.904015,06071003603
06037503103,5031.0298,5204,80.23333,.49910176,49.910175,06037503103
06113010606,106.06,7745,125.99167,.75959194,75.95919,06113010606
06053013600,136,4679,5.7416668,.046708584,4.6708584,06053013600
06065044402,444.01999,5266,172.84166,.98075193,98.075195,06065044402
06071001901,19.01,4664,128.88333,.79289109,79.289108,06071001901
06073008330,83.300003,5271,53.383335,.40472218,40.472218,06073008330
06031000300,3,6858,146.675,.94142181,94.142181,06031000300
06053012100,121,2113,5.1833334,.041190811,4.119081,06053012100
06037209510,2095.1001,3076,36.275002,.31342229,31.34223,06037209510
06095250501,2505.01,2189,59.708332,.44488645,44.488644,06095250501
06059074108,741.08002,4939,43.116665,.35666624,35.666622,06059074108
06065042714,427.14001,3519,150.49167,.95893753,95.893753,06065042714
06037267501,2675.01,5993,4.6083331,.036058001,3.6058002,06037267501
06037294520,2945.2,3710,15.8,.18901578,18.901577,06037294520
06059076202,762.02002,6159,84.383331,.51924807,51.924809,06059076202
06079010701,107.01,5437,4.7416668,.038881049,3.8881049,06079010701
06073007908,79.080002,3726,10.475,.13018093,13.018092,06073007908
06067008512,85.120003,4552,122.6,.72237903,72.2379,06067008512
06007003300,33,4083,138.675,.86077249,86.077248,06007003300
06037310602,3106.02,2853,98.550003,.5727576,57.275761,06037310602
06037269904,2699.04,3927,10.691667,.1347363,13.47363,06037269904
06037571503,5715.0298,3878,38.116665,.3253561,32.53561,06037571503
06073014901,149.00999,4086,49.5,.39458489,39.458488,06073014901
06073011601,116.01,5470,6.4250002,.056525089,5.6525087,06073011601
06037183820,1838.2,3445,80.474998,.50275886,50.275887,06037183820
06037197300,1973,4052,80.533333,.5048762,50.487621,06037197300
06111007202,72.019997,4446,45.383335,.37418196,37.418194,06111007202
06067000400,4,3933,119.66666,.69177467,69.177467,06067000400
06073005900,59,3344,6.5666666,.060887977,6.0887976,06073005900
06037204920,2049.2,2751,61.916668,.45034006,45.034008,06037204920
06073007905,79.050003,2659,12.433333,.1521237,15.212371,06073007905
06037404202,4042.02,4252,139.54167,.87033236,87.033234,06037404202
06037462002,4620.02,4043,111.475,.63293982,63.293983,06037462002
06037186203,1862.03,3416,80.474998,.50275886,50.275887,06037186203
06037123902,1239.02,2668,78.75,.49589375,49.589375,06037123902
06019000600,6,4750,143.14166,.90523547,90.523544,06019000600
06037302104,3021.04,4288,92.116669,.55100733,55.100735,06037302104
06019002905,29.049999,3046,142.90834,.90254074,90.254074,06019002905
06029000906,9.0600004,4518,144.52499,.92255872,92.255875,06029000906
06085503108,5031.0801,8222,48.991665,.39099193,39.099194,06085503108
06085503323,5033.23,4763,44.849998,.37270626,37.270626,06085503323
06071003509,35.09,4343,145.5,.93314511,93.314514,06071003509
06037536104,5361.04,3900,90.341667,.54285896,54.285896,06037536104
06055200705,2007.05,3017,65.841667,.46336457,46.336456,06055200705
06037650602,6506.02,7315,12.9,.16052867,16.052868,06037650602
06029001500,15,2586,147.73334,.95034003,95.034004,06029001500
06029002815,28.15,4006,144.52499,.92255872,92.255875,06029002815
06001437400,4374,3485,13.541667,.17060181,17.060181,06001437400
06065031501,315.01001,7993,145.65834,.93410754,93.410751,06065031501
06065042508,425.07999,5486,130.875,.80379826,80.379829,06065042508
06071000207,2.0699999,4456,109.91666,.62466317,62.466316,06071000207
06037910601,9106.0098,6726,144.39999,.92076224,92.076225,06037910601
06037463000,4630,2665,124.94167,.74887717,74.887718,06037463000
06013310000,3100,6257,100.78333,.57968688,57.968689,06013310000
06059089105,891.04999,6889,49.799999,.39721546,39.721546,06059089105
06037462100,4621,5748,111.475,.63293982,63.293983,06037462100
06037534403,5344.0298,2795,44.299999,.36430129,36.43013,06037534403
06059099222,992.21997,5346,31.608334,.29026049,29.026049,06059099222
06059099239,992.39001,3824,14.233334,.17438728,17.438728,06059099239
06059011403,114.03,6654,87.433334,.52855128,52.855129,06059011403
06073003114,31.139999,3462,30.508333,.28602591,28.602591,06073003114
06071003506,35.060001,5535,147.29167,.94726038,94.726036,06071003506
06037115202,1152.02,5684,123.44167,.73097652,73.097649,06037115202
06037575202,5752.02,4175,40.891666,.3348518,33.48518,06037575202
06069000600,6,9187,48.066666,.38611576,38.611576,06069000600
06071003404,34.040001,5165,138.54167,.85904014,85.904015,06071003404
06029003000,30,7552,144.52499,.92255872,92.255875,06029003000
06013338101,3381.01,5352,82.974998,.51289618,51.289619,06013338101
06095252314,2523.1399,4221,97.400002,.56807393,56.807392,06095252314
06037407602,4076.02,3993,126.56667,.76555884,76.555885,06037407602
06067007432,74.32,5118,124.05,.73809826,73.80983,06067007432
06067007433,74.330002,8155,124.05,.73809826,73.80983,06067007433
06059042328,423.28,2526,11.133333,.14506608,14.506608,06059042328
06059011716,117.16,5223,91.816666,.54933918,54.933918,06059011716
06059011718,117.18,3458,88.625,.53304249,53.304249,06059011718
06081605100,6051,3181,7.0916667,.066020787,6.6020784,06081605100
06037197200,1972,3909,80.474998,.50275886,50.275887,06037197200
06037229100,2291,5146,44.316666,.36776593,36.776592,06037229100
06095252909,2529.0901,3471,127.09167,.77114075,77.114075,06095252909
06111003010,30.1,3226,10.966666,.13993327,13.993327,06111003010
06081608004,6080.04,8738,20.541666,.23399204,23.399204,06081608004
06065046800,468,6788,130.89166,.8046965,80.46965,06065046800
06071000901,9.0100002,5051,116.39167,.66322339,66.322342,06071000901
06059063102,631.02002,6971,9.7166662,.11978699,11.978699,06059063102
06073003901,39.009998,4379,13.15,.16572565,16.572565,06073003901
06071010019,100.19,4911,117.61667,.67432308,67.432312,06071010019
06037191902,1919.02,2788,29.533333,.27704349,27.70435,06037191902
06037122120,1221.2,5011,103.88333,.59887075,59.887077,06037122120
06001437701,4377.0098,3773,13.541667,.17060181,17.060181,06001437701
06037574000,5740,5165,48.516666,.38881049,38.88105,06037574000
06053013100,131,2200,5.8666668,.047414348,4.7414346,06053013100
06037432601,4326.0098,7210,134.45,.82426536,82.426537,06037432601
06111003608,36.080002,4024,12.483334,.15263698,15.263698,06111003608
06059099231,992.31,5431,31.616667,.2913512,29.13512,06059099231
06001402400,4024,2866,8.3916664,.082445785,8.2445784,06001402400
06001402500,4025,1781,7.6500001,.072693445,7.2693443,06001402500
06071000604,6.04,5436,127.05833,.7705633,77.056328,06071000604
06059099802,998.02002,5472,53.608334,.40818682,40.818684,06059099802
06099000803,8.0299997,5060,119.31667,.68805337,68.805336,06099000803
06059110014,1100.14,5274,48.033333,.38566664,38.566666,06059110014
06059110303,1103.03,4661,55.891666,.42089054,42.089054,06059110303
06071008404,84.040001,3010,138,.85281664,85.281662,06071008404
06037296600,2966,5358,15.625,.18567945,18.567945,06037296600
06037143100,1431,4389,78.558334,.49262157,49.262157,06037143100
06059062627,626.27002,3549,10.633333,.13165662,13.165662,06059062627
06001450743,4507.4302,6684,85.166664,.52162194,52.162193,06001450743
06037702801,7028.0098,4679,10.691667,.1347363,13.47363,06037702801
06037216200,2162,5778,16.075001,.19337867,19.337868,06037216200
06031001402,14.02,2168,146.175,.93911201,93.911201,06031001402
06039000502,5.02,12934,143.27499,.90683949,90.683952,06039000502
06037269905,2699.05,2459,10.691667,.1347363,13.47363,06037269905
06037502402,5024.02,3874,102.5,.58732194,58.732193,06037502402
06037406200,4062,5811,139.09166,.8638522,86.385223,06037406200
06065031002,310.01999,5202,144.075,.91543692,91.543694,06065031002
06037575300,5753,4360,41.674999,.34402668,34.402668,06037575300
06111007611,76.110001,3923,64.824997,.46111897,46.111897,06111007611
06037432802,4328.02,5077,134.45,.82426536,82.426537,06037432802
06085503401,5034.0098,4468,41.366665,.340947,34.0947,06085503401
06029004901,49.009998,5863,146.23334,.93956113,93.956116,06029004901
06019000300,3,4225,142.50833,.89464903,89.464905,06019000300
06085512020,5120.2002,7825,48.125,.38707814,38.707813,06085512020
06075030302,303.01999,4348,2.1083333,.010843064,1.0843064,06075030302
06073005200,52,7087,6.5666666,.060887977,6.0887976,06073005200
06037900803,9008.0303,8751,138.25833,.85576802,85.576805,06037900803
06037400302,4003.02,3154,115.64167,.652637,65.263702,06037400302
06037533401,5334.0098,5098,90.366669,.54382139,54.382141,06037533401
06097154303,1543.03,1528,17.816668,.20890543,20.890543,06097154303
06037232500,2325,4940,19.833334,.22687027,22.687027,06037232500
06037577200,5772,5848,41.25,.33889389,33.889389,06037577200
06059110605,1106.05,6740,77.558334,.48588476,48.588474,06059110605
06059011721,117.21,5364,85.416664,.52239192,52.239193,06059011721
06073007301,73.010002,5413,10.241667,.12716541,12.71654,06073007301
06085503110,5031.1001,4917,41.366665,.340947,34.0947,06085503110
06067006900,69,4858,121.975,.7134608,71.346077,06067006900
06059042108,421.07999,4997,6.3249998,.050429873,5.0429873,06059042108
06071003101,31.01,5287,136.675,.84255099,84.255096,06071003101
06071003611,36.110001,4874,145.125,.93012959,93.012962,06071003611
06071006203,62.029999,4995,142.88333,.90196329,90.196327,06071006203
06055200601,2006.01,5633,74.241669,.47914794,47.914795,06055200601
06085512029,5120.29,6698,60.033333,.44604132,44.60413,06085512029
06059074802,748.02002,6772,43.116665,.35666624,35.666622,06059074802
06031000701,7.0100002,5656,139.75833,.87244964,87.244965,06031000701
06053014201,142.00999,5414,7.2333331,.068394713,6.8394713,06053014201
06037554203,5542.0298,3730,67.183334,.46862569,46.862568,06037554203
06037554405,5544.0498,3015,67.541664,.46990889,46.990891,06037554405
06075013200,132,4292,4.2583332,.032080073,3.2080073,06075013200
06095252704,2527.04,5410,99.533333,.57551646,57.551647,06095252704
06055201102,2011.02,1904,88.400002,.53220838,53.220837,06055201102
06037195710,1957.1,4487,58.758335,.43564737,43.564735,06037195710
06081607400,6074,4870,20.316668,.23290132,23.290133,06081607400
06019005304,53.040001,5365,143.69167,.91062492,91.062492,06019005304
06071001101,11.01,4173,116.39167,.66322339,66.322342,06071001101
06071006204,62.040001,4277,142.88333,.90196329,90.196327,06071006204
06001403100,4031,2101,7.6500001,.072693445,7.2693443,06001403100
06037320300,3203,6734,111.41666,.63120747,63.120747,06037320300
06111004506,45.060001,7788,10.041667,.12536892,12.536892,06111004506
06025012001,120.01,3884,199.30833,.98274094,98.274094,06025012001
06111003609,36.09,5863,18.15,.21198511,21.198511,06111003609
06085503118,5031.1802,5286,41.366665,.340947,34.0947,06085503118
06037127920,1279.2,4716,110.33334,.62690878,62.69088,06037127920
06065046200,462,2871,206.75833,.98562813,98.562813,06065046200
06073013909,139.09,5068,34.591667,.3020018,30.20018,06073013909
06037229410,2294.1001,3697,19.799999,.22359811,22.35981,06037229410
06037127605,1276.05,4329,105.88333,.61061209,61.061211,06037127605
06037293202,2932.02,6740,14.908334,.18170153,18.170153,06037293202
06059110106,1101.0601,3670,57.466667,.42717823,42.717823,06059110106
06065040613,406.13,11946,134.65834,.82785833,82.785835,06065040613
06097150602,1506.02,4271,46,.37617093,37.617092,06097150602
06073009301,93.010002,4935,9.6999998,.11747722,11.747723,06073009301
06013302008,3020.0801,8781,110.45,.6276145,62.761452,06013302008
06065045109,451.09,4137,206.63333,.98530734,98.530731,06065045109
06061020713,207.13,3196,125.6,.75580651,75.58065,06061020713
06037293301,2933.01,3108,16.375,.20133454,20.133453,06037293301
06037293302,2933.02,5082,15.8,.18901578,18.901577,06037293302
06023001200,12,4675,63.466667,.45540869,45.540871,06023001200
06023011200,112,3309,5.7249999,.045938663,4.5938663,06023011200
06059099602,996.02002,3275,42.775002,.35486975,35.486977,06059099602
06081605500,6055,5469,7.0416665,.064673424,6.4673424,06081605500
06073002711,27.110001,3279,30.566668,.28730911,28.730911,06073002711
06077003310,33.099998,4938,117.66666,.67496473,67.496475,06077003310
06077005109,51.09,4209,119.5,.68920827,68.92083,06077005109
06037901011,9010.1104,5314,137.68333,.85063517,85.063515,06037901011
06077005302,53.02,7395,122.34167,.71737456,71.737457,06077005302
06037554521,5545.21,5949,67.491669,.4695881,46.958809,06037554521
06013352201,3522.01,6658,36.275002,.31342229,31.34223,06013352201
06037241202,2412.02,5776,20.233334,.22924419,22.924419,06037241202
06071000824,8.2399998,5645,116.39167,.66322339,66.322342,06071000824
06071000815,8.1499996,3491,119.06667,.68625689,68.625687,06071000815
06001450300,4503,5212,85.083336,.52098036,52.098038,06001450300
06071004403,44.029999,5054,145.125,.93012959,93.012962,06071004403
06029005003,50.029999,3797,145.65834,.93410754,93.410751,06029005003
06037701201,7012.0098,4088,6.3000002,.049852431,4.9852428,06037701201
06055200707,2007.0699,3240,74.241669,.47914794,47.914795,06055200707
06073008344,83.440002,3764,19.291666,.21949185,21.949186,06073008344
06061021129,211.28999,3352,127.525,.78134221,78.134224,06061021129
06059063701,637.01001,5930,9.7166662,.11978699,11.978699,06059063701
06071000107,1.0700001,3062,103.51667,.59733093,59.733093,06071000107
06071000817,8.1700001,3897,119.01667,.68574363,68.574364,06071000817
06037273402,2734.02,2641,3.2750001,.021301167,2.1301167,06037273402
06037551402,5514.02,4677,90.341667,.54285896,54.285896,06037551402
06037553503,5535.0298,2906,42.224998,.34967279,34.967278,06037553503
06037602508,6025.0801,6922,8.083333,.078532018,7.8532019,06037602508
06037602802,6028.02,5019,12.716666,.15449762,15.449762,06037602802
06025011400,114,4570,207.8,.98742461,98.742462,06025011400
06013328000,3280,2340,82.974998,.51289618,51.289619,06013328000
06037480101,4801.0098,3731,122.40833,.71917105,71.917107,06037480101
06065043270,432.70001,6071,148.48334,.95297062,95.297066,06065043270
06029002820,28.200001,6506,146.77499,.94187093,94.187096,06029002820
06085503116,5031.1602,6178,48.125,.38707814,38.707813,06085503116
06029001201,12.01,2936,141.91667,.88720649,88.72065,06029001201
06065042740,427.39999,1858,148.50833,.95348388,95.348389,06065042740
06083002009,20.09,4008,8.4916668,.084755547,8.4755545,06083002009
06001432200,4322,4078,9.4499998,.11080457,11.080457,06001432200
06077005125,51.25,1916,123,.72744769,72.744766,06077005125
06077005127,51.27,6089,118.65833,.6830489,68.304893,06077005127
06075032902,329.01999,4457,2.1083333,.010843064,1.0843064,06075032902
06103000300,3,4433,145.43333,.93237519,93.237518,06103000300
06067009309,93.089996,2340,116.96667,.66835624,66.835625,06067009309
06037124400,1244,4858,78.75,.49589375,49.589375,06037124400
06081601603,6016.0298,6009,2.8083334,.018927243,1.8927243,06081601603
06037276603,2766.03,5489,8.6333332,.090144999,9.0144997,06037276603
06037275102,2751.02,4338,11.025,.14147311,14.147311,06037275102
06067009319,93.190002,4276,116.20834,.65667909,65.667908,06067009319
06073014002,140.02,5051,30.508333,.28602591,28.602591,06073014002
06037533402,5334.02,4240,44.299999,.36430129,36.43013,06037533402
06019005403,54.029999,4872,145.31667,.93173361,93.173363,06019005403
06095252502,2525.02,2106,99.533333,.57551646,57.551647,06095252502
06037211120,2111.2,5635,58.891666,.44155011,44.15501,06037211120
06037651221,6512.21,3697,12.9,.16052867,16.052868,06037651221
06037543801,5438.0098,5159,14.908334,.18170153,18.170153,06037543801
06099000911,9.1099997,4870,118.99167,.68490952,68.490952,06099000911
06099000910,9.1000004,7549,118.99167,.68490952,68.490952,06099000910
06037224600,2246,3385,36.275002,.31342229,31.34223,06037224600
06001405902,4059.02,2942,8.9250002,.098614141,9.861414,06001405902
06001425102,4251.02,3906,6.3833332,.053317077,5.331708,06001425102
06083000400,4,5426,7.3583331,.069164634,6.9164634,06083000400
06037601600,6016,4439,9.3166666,.10798153,10.798153,06037601600
06037533805,5338.0498,3485,90.333336,.54131913,54.131912,06037533805
06073012800,128,4406,6.4250002,.056525089,5.6525087,06073012800
06071007603,76.029999,5166,147,.94411653,94.411652,06071007603
06071004404,44.040001,4598,145.125,.93012959,93.012962,06071004404
06065941400,9414,3872,208.875,.98877198,98.877197,06065941400
06039000900,9,11006,141.10001,.88226616,88.226616,06039000900
06037405900,4059,3951,139.09166,.8638522,86.385223,06037405900
06075026401,264.01001,3738,2.6083333,.015013474,1.5013474,06075026401
06073000900,9,5741,9.833333,.12209675,12.209676,06073000900
06037231600,2316,7420,36.275002,.31342229,31.34223,06037231600
06013333101,3331.01,4441,83.591667,.51482099,51.482098,06013333101
06037123700,1237,4435,103.375,.59457207,59.457207,06037123700
06071003803,38.029999,5531,145.125,.93012959,93.012962,06071003803
06019001000,10,4255,142.50833,.89464903,89.464905,06019001000
06073000500,5,3151,9.6999998,.11747722,11.747723,06073000500
06067005506,55.060001,3843,120.31667,.69716412,69.716415,06067005506
06071010016,100.16,6086,127.975,.78570515,78.570518,06071010016
06037276000,2760,5657,8.4333334,.083793148,8.3793144,06037276000
06067008142,81.419998,3731,125.6,.75580651,75.58065,06067008142
06037119002,1190.02,7976,115.51667,.65084052,65.084053,06037119002
06063000100,1,5446,91.433334,.54844093,54.844093,06063000100
06047000901,9.0100002,4028,147.99167,.95130247,95.130249,06047000901
06065045117,451.17001,4053,206.79167,.98620558,98.62056,06065045117
06037462600,4626,2152,124.94167,.74887717,74.887718,06037462600
06099000909,9.0900002,5437,118.99167,.68490952,68.490952,06099000909
06113010701,107.01,5140,122.1,.71506482,71.506485,06113010701
06037191620,1916.2,2532,58.758335,.43564737,43.564735,06037191620
06107002204,22.040001,6280,138.48334,.85750031,85.750031,06107002204
06019004404,44.040001,3152,143.51666,.90837932,90.837929,06019004404
06065045501,455.01001,5936,211.53334,.99461055,99.461052,06065045501
06037199900,1999,2692,80.841667,.50622356,50.622356,06037199900
06113011500,115,5722,136.30833,.8385089,83.850891,06113011500
06037550400,5504,1226,102.59167,.58847684,58.847683,06037550400
06099001700,17,2738,121.15833,.70710891,70.710892,06099001700
06037302301,3023.01,3985,77.591667,.48723212,48.723213,06037302301
06083002404,24.040001,8949,9.4499998,.11080457,11.080457,06083002404
06037542501,5425.0098,4891,24.275,.25073785,25.073784,06037542501
06077003406,34.060001,3938,116.175,.65578085,65.578087,06077003406
06071008002,80.019997,7585,147.675,.94931346,94.931343,06071008002
06053012800,128,4881,5.1833334,.041190811,4.119081,06053012800
06073013312,133.12,2549,8.7583332,.092518926,9.2518921,06073013312
06085509107,5091.0698,4957,23.125,.24425767,24.425768,06085509107
06067003102,31.02,3158,121.93333,.71243423,71.243423,06067003102
06037185202,1852.02,3627,80.474998,.50275886,50.275887,06037185202
06065042516,425.16,4378,130.875,.80379826,80.379829,06065042516
06037209520,2095.2,2797,36.275002,.31342229,31.34223,06037209520
06085510803,5108.0298,2700,22.183332,.23983061,23.983061,06085510803
06037211500,2115,4175,58.791668,.44026691,44.026691,06037211500
06037620521,6205.21,3958,13.241667,.16809958,16.809958,06037620521
06077001600,16,2292,116.525,.66662389,66.662392,06077001600
06029005501,55.009998,6015,169.72501,.98049533,98.04953,06029005501
06059088201,882.01001,4082,53.608334,.40818682,40.818684,06059088201
06065031100,311,5726,144.075,.91543692,91.543694,06065031100
06033001100,11,2849,101.95834,.58629537,58.629536,06033001100
06077003312,33.119999,3083,119.74167,.69312203,69.312202,06077003312
06001422400,4224,4487,6.6999998,.063261904,6.3261905,06001422400
06077005130,51.299999,3064,122.88333,.72629285,72.629288,06077005130
06013388000,3880,2741,5.5,.043051455,4.3051457,06013388000
06099002100,21,3112,120.14167,.69620174,69.620171,06099002100
06001442602,4426.02,5059,18.9,.21577056,21.577055,06001442602
06065941300,9413,3366,208.875,.98877198,98.877197,06065941300
06073016607,166.07001,7432,86.708336,.52495831,52.495831,06073016607
06073016503,165.03,3481,86.708336,.52495831,52.495831,06073016503
06037221304,2213.04,3656,36.341667,.31913257,31.913258,06037221304
06037236203,2362.03,3118,16.075001,.19337867,19.337868,06037236203
06037239601,2396.01,3682,19.799999,.22359811,22.35981,06037239601
06019005703,57.029999,5199,145.7,.93474913,93.474915,06019005703
06067006400,64,5521,122.275,.71692544,71.692543,06067006400
06077002300,23,4334,124.35833,.74124211,74.124214,06077002300
06075012000,120,3973,4.1833334,.027268061,2.7268062,06075012000
06037461300,4613,6840,125.30833,.75349671,75.34967,06037461300
06019004801,48.009998,4811,142.75,.8979854,89.798538,06019004801
06019005606,56.060001,4010,144.14166,.91710508,91.71051,06019005606
06077000600,6,1703,116.525,.66662389,66.662392,06077000600
06037542104,5421.04,3473,42.358334,.35172591,35.172592,06037542104
06065043602,436.01999,3389,159.425,.975555,97.555504,06065043602
06037571502,5715.02,4739,38.716667,.3276017,32.76017,06037571502
06071010412,104.12,7582,151.40834,.96214551,96.214554,06071010412
06067001101,11.01,2583,122.58334,.72212243,72.212242,06067001101
06013313205,3132.05,1696,95.758331,.56217116,56.217117,06013313205
06037404801,4048.01,7911,142.85001,.89933276,89.933273,06037404801
06037408800,4088,4387,123.73333,.73501861,73.501862,06037408800
06059087405,874.04999,5627,72.533333,.47606826,47.606827,06059087405
06037113212,1132.12,3494,103.725,.59822917,59.822918,06037113212
06037104704,1047.04,4321,103.38333,.5957911,59.579109,06037104704
06037106407,1064.0699,3119,111.45834,.63197744,63.197742,06037106407
06037131702,1317.02,3770,123.44167,.73097652,73.097649,06037131702
06073016617,166.17,3453,86.708336,.52495831,52.495831,06073016617
06073015901,159.00999,4037,58.133335,.42955217,42.955215,06073015901
06037535200,5352,6111,44.316666,.36776593,36.776592,06037535200
06085504418,5044.1802,5115,29.625,.2802515,28.02515,06085504418
06005000102,1.02,1982,97.199997,.56704736,56.704735,06005000102
06037901009,9010.0898,5388,140.16667,.87450278,87.450279,06037901009
06037552002,5520.02,3409,67.150002,.46663672,46.663673,06037552002
06059032055,320.54999,3671,32.708332,.29545745,29.545746,06059032055
06037219800,2198,2861,16.075001,.19337867,19.337868,06037219800
06037222001,2220.01,3142,36.341667,.31913257,31.913258,06037222001
06037500900,5009,6363,117.70834,.67586297,67.586296,06037500900
06037297601,2976.01,2816,15.625,.18567945,18.567945,06037297601
06037920328,9203.2803,2036,127.4,.77903247,77.903244,06037920328
06013390200,3902,1797,5.5,.043051455,4.3051457,06013390200
06077001800,18,4438,121.775,.71083021,71.083023,06077001800
06001407000,4070,5869,8.9250002,.098614141,9.861414,06001407000
06037120010,1200.1,2704,105.85833,.6079815,60.798149,06037120010
06085509902,5099.02,5125,18.608334,.21384576,21.384577,06085509902
06037185310,1853.1,3131,80.474998,.50275886,50.275887,06037185310
06037188100,1881,3918,78.058334,.49069679,49.069679,06037188100
06037125100,1251,5892,78.75,.49589375,49.589375,06037125100
06037128500,1285,4108,77.85833,.48915693,48.915691,06037128500
06075015300,153,2289,4.2583332,.032080073,3.2080073,06075015300
06075023200,232,3972,2.6083333,.015013474,1.5013474,06075023200
06075047702,477.01999,3927,1.975,.0081483377,.81483376,06075047702
06085511301,5113.0098,3888,24.200001,.2482356,24.823561,06085511301
06067009314,93.139999,5943,118.325,.68150902,68.150902,06067009314
06037191410,1914.1,4646,58.758335,.43564737,43.564735,06037191410
06111005403,54.029999,2582,24.200001,.2482356,24.823561,06111005403
06019001412,14.12,2979,144.14166,.91710508,91.71051,06019001412
06037121210,1212.1,2926,103.30833,.59264725,59.264725,06037121210
06037554519,5545.1899,3498,57.033333,.42557424,42.557423,06037554519
06067009633,96.330002,3579,117.475,.67310405,67.310402,06067009633
06077004002,40.02,11749,117.475,.67310405,67.310402,06077004002
06037702201,7022.0098,4110,4.6083331,.036058001,3.6058002,06037702201
06037430101,4301.0098,5382,127.875,.78339535,78.339539,06037430101
06037106114,1061.14,6324,103.38333,.5957911,59.579109,06037106114
06073020214,202.14,6194,88.058334,.53131014,53.131016,06073020214
06099000506,5.0599999,4092,120.9,.70479918,70.479919,06099000506
06067009322,93.220001,13952,118.425,.68247145,68.247147,06067009322
06037115201,1152.01,6647,124.05,.73809826,73.80983,06037115201
06059032012,320.12,4104,10.925,.13865007,13.865007,06059032012
06067009312,93.120003,6629,117.16666,.66893363,66.893364,06067009312
06041101200,1012,3015,41.900002,.34569484,34.569485,06041101200
06013324002,3240.02,5247,84.041664,.51802897,51.802898,06013324002
06059011602,116.02,5314,72.533333,.47606826,47.606827,06059011602
06059001903,19.030001,3713,64.083336,.45707688,45.707687,06059001903
06033000702,7.02,4107,106.85,.61298603,61.298603,06033000702
06037207502,2075.02,2888,62,.45335558,45.33556,06037207502
06019004212,42.119999,12379,146.04167,.93814963,93.814964,06019004212
06029004102,41.02,5253,142.22501,.89163351,89.163353,06029004102
06059063604,636.03998,4070,14.575,.17823687,17.823687,06059063604
06073021100,211,7998,160.69167,.97728729,97.728729,06073021100
06037431300,4313,2689,144.13333,.91633517,91.633514,06037431300
06075031301,313.01001,4241,.89999998,.004042089,.4042089,06075031301
06013371000,3710,5960,9.708333,.11856794,11.856794,06013371000
06085511913,5119.1299,4320,44.416668,.36949828,36.949829,06085511913
06037191110,1911.1,3478,58.758335,.43564737,43.564735,06037191110
06111008302,83.019997,5736,92.783333,.55350953,55.350952,06111008302
06065046900,469,1631,224.5,1,100,06065046900
06065031401,314.01001,7635,144.18333,.91819584,91.819588,06065031401
06073010900,109,2224,9.125,.10451687,10.451687,06073010900
06067001900,19,3123,120.78333,.70313102,70.313103,06067001900
06071000818,8.1800003,5228,116.39167,.66322339,66.322342,06071000818
06029002819,28.190001,4782,143.95833,.9138971,91.389709,06029002819
06073002904,29.040001,10078,49.591667,.39573976,39.573975,06073002904
06073020108,201.08,6524,74.833336,.48120108,48.12011,06073020108
06053011101,111.01,5924,124.775,.74733734,74.733734,06053011101
06037602509,6025.0898,4457,8.083333,.078532018,7.8532019,06037602509
06037297110,2971.1001,4649,15.625,.18567945,18.567945,06037297110
06067009614,96.139999,7010,119.75,.69344282,69.344284,06067009614
06081600402,6004.02,5068,.89999998,.004042089,.4042089,06081600402
06041110200,1102,5016,28.541666,.27049917,27.049917,06041110200
06075017000,170,4287,4.2583332,.032080073,3.2080073,06075017000
06019005100,51,6799,142.05833,.88893878,88.893875,06019005100
06037204300,2043,5445,61.916668,.45034006,45.034008,06037204300
06059075512,755.12,3866,47.241665,.37969974,37.969975,06059075512
06059075514,755.14001,4192,47.241665,.37969974,37.969975,06059075514
06037700502,7005.02,4387,13.141666,.16482741,16.48274,06037700502
06059075004,750.03998,5267,50.150002,.39824203,39.824203,06059075004
06037433305,4333.0498,4582,134.45,.82426536,82.426537,06037433305
06071003405,34.049999,5833,138.54167,.85904014,85.904015,06071003405
06037540600,5406,4981,24.275,.25073785,25.073784,06037540600
06073005000,50,2195,9.125,.10451687,10.451687,06073005000
