"Qualifying Name","Name of Area","FIPS","Nation","State","County","County Subdivision","Census Tract","Block Group","Place","Congressional District (116th)","State Legislative District (Upper Chamber)","State Legislative District (Lower Chamber)","Metropolitan Statistical Area/Micropolitan Statistical Area","Combined Statistical Area","2020 Housing Units","2020 Occupied Units","2020 Vacant Units","2010 Housing Units","2010 Occupied Units","2010 Vacant Units","Housing Units Change","Occupied Units Change","Vacant Units Change","Housing Units Change Percent","Occupied Units Change Percent","Vacant Units Change Percent","Housing Units Change Percent Points","Occupied Units Change Percent Points","Vacant Units Change Percent Points","2020 Total Population","White 2020","African American or Black 2020","American Indian and Alaska Native 2020","Asian 2020","Native Hawaiian and Other Pacific Islander 2020","Other 2020","Two or More Races 2020","2010 Total Population","White 2010 ","African American or Black 2010 ","American Indian and Alaska Native 2010 ","Asian 2010 ","Native Hawaiian and Other Pacific Islander 2010 ","Other 2010 ","Two or More Races 2010 ","Population Change","White Change","African American or Black Change","American Indian and Alaska Native Change","Asian Change","Native Hawaiian and Other Pacific Islander Change","Other Change","Two or More Races Change","Population Change Percent","White Change Percent","African American or Black Change Percent","American Indian and Alaska Native Change Percent","Asian Change Percent","Native Hawaiian and Other Pacific Islander Change Percent","Other Change Percent","Two or More Races Change Percent","Total Population Change Percent Points","White Change Percent Points","African American or Black Change Percent Points","American Indian and Alaska Native Change Percent Points","Asian Change Percent Points","Native Hawaiian and Other Pacific Islander Change Percent Points","Other Change Percent Points","Two or More Races Change Percent Points"
Geo_QNAME,Geo_NAME,Geo_FIPS,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T015_000,SE_T015_001,SE_T015_002,SE_T016_000,SE_T016_001,SE_T016_002,SE_T017_000,SE_T017_001,SE_T017_002,SE_T018_000,SE_T018_001,SE_T018_002,SE_T019_000,SE_T019_001,SE_T019_002,SE_T005_000,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T005_007,SE_T005_008,SE_T006_000,SE_T006_002,SE_T006_003,SE_T006_004,SE_T006_005,SE_T006_006,SE_T006_007,SE_T006_008,SE_T025_000,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T026_000,SE_T026_002,SE_T026_003,SE_T026_004,SE_T026_005,SE_T026_006,SE_T026_007,SE_T026_008,SE_T027_000,SE_T027_002,SE_T027_003,SE_T027_004,SE_T027_005,SE_T027_006,SE_T027_007,SE_T027_008
"Census Tract 2976.02, Los Angeles County, California","Census Tract 2976.02","06037297602","00","06","037",,"297602",,,,,,,,1811,1679,132,1806,1664,142,5,15,-10,0.276854928017719,0.901442307692308,-7.04225352112676,-2.77555756156289E-15,0.573889232345948,-0.57388923234595,3579,1913,196,67,222,26,551,604,3503,2468,221,44,165,7,370,228,76,-555,-25,23,57,19,181,376,2.16956894090779,-22.4878444084279,-11.3122171945701,52.2727272727273,34.5454545454545,271.428571428571,48.9189189189189,164.912280701754,-1.77635683940025E-15,-17.0032121112491,-0.832488051394419,0.615965064710829,1.49260159953904,0.52663118675989,4.83298672586312,10.3675155857706
"Census Tract 3001, Los Angeles County, California","Census Tract 3001","06037300100","00","06","037",,"300100",,,,,,,,2083,2028,55,2071,2021,50,12,7,5,0.579430226943506,0.346363186541316,10,-6.24500451351651E-15,-0.226129855330215,0.226129855330209,6060,3634,35,10,1577,6,142,656,6014,4257,40,14,1377,6,102,218,46,-623,-5,-4,200,0,40,438,0.764881942135018,-14.6347192858821,-12.5,-28.5714285714286,14.5243282498184,0,39.2156862745098,200.917431192661,2.66453525910038E-15,-10.8178386844338,-0.0875569765157427,-0.0677736546517971,3.12652765110232,-0.000757308853599026,0.647191756089477,7.20020721726313
"Census Tract 3002, Los Angeles County, California","Census Tract 3002","06037300200","00","06","037",,"300200",,,,,,,,1999,1935,64,1977,1912,65,22,23,-1,1.11279716742539,1.20292887029289,-1.53846153846154,8.32667268468867E-15,0.0862090124475579,-0.0862090124475495,5492,2819,26,16,1916,0,150,565,5546,3331,32,24,1874,0,88,197,-54,-512,-6,-8,42,0,62,368,-0.973674720519293,-15.3707595316722,-18.75,-33.3333333333333,2.24119530416222,,70.4545454545455,186.802030456853,-4.44089209850063E-15,-8.73209932737623,-0.103576549334192,-0.14141147245221,1.09698951679774,0,1.14451627374466,6.73558155862023
"Census Tract 3003.01, Los Angeles County, California","Census Tract 3003.01","06037300301","00","06","037",,"300301",,,,,,,,2196,2130,66,2188,2126,62,8,4,4,0.36563071297989,0.188146754468485,6.45161290322581,6.93889390390723E-16,-0.171826455280166,0.171826455280167,6289,3753,63,13,1630,2,171,657,6146,4147,35,16,1617,2,93,236,143,-394,28,-3,13,0,78,421,2.32671656361861,-9.5008439836026,80,-18.75,0.80395794681509,0,83.8709677419355,178.389830508475,-7.105427357601E-15,-7.79915623935863,0.432273003700644,-0.0536217944057716,-0.391524993380715,-0.00073993212390479,1.20585392901629,6.60691602655208
"Census Tract 3004, Los Angeles County, California","Census Tract 3004","06037300400","00","06","037",,"300400",,,,,,,,2158,2070,88,2119,2034,85,39,36,3,1.84049079754601,1.76991150442478,3.52941176470588,-6.93889390390723E-16,-0.0665237637667238,0.0665237637667231,5948,3381,70,46,1411,7,358,675,5741,3921,42,20,1211,5,293,249,207,-540,28,26,200,2,65,426,3.60564361609476,-13.7719969395562,66.6666666666667,130,16.5152766308836,40,22.1843003412969,171.084337349398,-5.32907051820075E-15,-11.4555697072474,0.445286309368531,0.424997835857112,2.62837350048911,0.0305937763818975,0.915189378023577,7.01112890712717
"Census Tract 3005.01, Los Angeles County, California","Census Tract 3005.01","06037300501","00","06","037",,"300501",,,,,,,,1068,1036,32,1030,992,38,38,44,-6,3.68932038834951,4.43548387096774,-15.7894736842105,4.55191440096314E-15,0.693065706701579,-0.693065706701574,3124,1617,17,7,924,2,182,375,2932,1888,18,19,769,2,104,132,192,-271,-1,-12,155,0,78,243,6.54843110504775,-14.353813559322,-5.55555555555556,-63.1578947368421,20.1560468140442,0,75,184.090909090909,0,-12.6323424860212,-0.069741280374795,-0.423950125158741,3.34963395653594,-0.00419233745521623,2.27879742800097,7.50179484447301
"Census Tract 3005.03, Los Angeles County, California","Census Tract 3005.03","06037300503","00","06","037",,"300503",,,,,,,,2302,2201,101,2272,2163,109,30,38,-8,1.32042253521127,1.75681923254739,-7.3394495412844,-2.77555756156289E-15,0.410046071389236,-0.410046071389239,5321,3000,77,22,1260,5,372,585,5162,3332,52,13,1355,4,239,167,159,-332,25,9,-95,1,133,418,3.08020147229756,-9.96398559423769,48.0769230769231,69.2307692307692,-7.01107011070111,25,55.6485355648536,250.299401197605,-1.77635683940025E-15,-8.16824493623294,0.439734922653735,0.161615745322333,-2.56975624787882,0.0164779541647829,2.36117869726008,7.75899386471083
"Census Tract 3006.01, Los Angeles County, California","Census Tract 3006.01","06037300601","00","06","037",,"300601",,,,,,,,2040,1963,77,2001,1904,97,39,59,-20,1.94902548725637,3.09873949579832,-20.6185567010309,4.88498130835069E-15,1.07306640797249,-1.07306640797248,5346,2696,45,51,1796,7,311,440,5309,2811,42,19,2065,9,157,206,37,-115,3,32,-269,-2,154,234,0.696929741947636,-4.09107079331199,7.14285714285714,168.421052631579,-13.0266343825666,-22.2222222222222,98.0891719745223,113.592233009709,1.77635683940025E-15,-2.5175962410428,0.050641404945417,0.596101446858024,-5.30100260327757,-0.0385844309161109,2.86019117667681,4.35024924675623
"Census Tract 3006.02, Los Angeles County, California","Census Tract 3006.02","06037300602","00","06","037",,"300602",,,,,,,,1464,1406,58,1604,1519,85,-140,-113,-27,-8.7281795511222,-7.43910467412771,-31.7647058823529,-4.21884749357559E-15,1.3375032364444,-1.33750323644441,3580,2520,45,15,446,1,152,401,3667,2928,25,7,418,1,117,171,-87,-408,20,8,28,0,35,230,-2.37251158985547,-13.9344262295082,80,114.285714285714,6.69856459330144,0,29.9145299145299,134.502923976608,2.66453525910038E-15,-9.45622515779418,0.575227036242008,0.228102676293013,1.05913682808927,0.000662712734596498,1.05519102123271,6.53790488320259
"Census Tract 3007.01, Los Angeles County, California","Census Tract 3007.01","06037300701","00","06","037",,"300701",,,,,,,,2266,2196,70,2253,2186,67,13,10,3,0.577008433200177,0.457456541628545,4.47761194029851,2.08166817117217E-15,-0.115331171657362,0.115331171657364,6263,4849,38,29,630,9,138,570,6144,5150,36,7,641,1,85,224,119,-301,2,22,-11,8,53,346,1.93684895833333,-5.84466019417476,5.55555555555556,314.285714285714,-1.71606864274571,800,62.3529411764706,154.464285714286,-3.5527136788005E-15,-6.39865434063814,0.0208004849912183,0.349104591616105,-0.373865588742082,0.12742506004178,0.819953351196179,5.45523644153494
"Census Tract 3007.02, Los Angeles County, California","Census Tract 3007.02","06037300702","00","06","037",,"300702",,,,,,,,2150,2069,81,2139,2066,73,11,3,8,0.514258999532492,0.145208131655373,10.958904109589,2.1094237467878E-15,-0.354632136294941,0.354632136294943,5725,4559,57,4,569,4,110,422,5604,4737,39,6,598,2,55,167,121,-178,18,-2,-29,2,55,255,2.15917201998572,-3.75765252269369,46.1538461538462,-33.3333333333333,-4.8494983277592,100,100,152.694610778443,-7.99360577730113E-15,-4.89572014998645,0.299701710256866,-0.0371973855231292,-0.732084693091958,0.0341802019144155,0.939955552646426,4.39116476378382
"Census Tract 3008, Los Angeles County, California","Census Tract 3008","06037300800","00","06","037",,"300800",,,,,,,,2919,2801,118,2899,2763,136,20,38,-18,0.689893066574681,1.37531668476294,-13.2352941176471,-6.66133814775094E-16,0.648792551234723,-0.648792551234723,7100,4941,133,17,1066,3,262,678,6947,5235,82,12,1113,4,195,306,153,-294,51,5,-47,-1,67,372,2.2023895206564,-5.61604584527221,62.1951219512195,41.6666666666667,-4.22282120395328,-25,34.3589743589744,121.56862745098,-6.21724893790088E-15,-5.76471959727272,0.692873811169884,0.0667001867256512,-1.00721965302684,-0.0153252898707923,0.883173808939719,5.14451673333509
"Census Tract 3009.01, Los Angeles County, California","Census Tract 3009.01","06037300901","00","06","037",,"300901",,,,,,,,2376,2313,63,2356,2300,56,20,13,7,0.848896434634975,0.565217391304348,12.5,2.77555756156289E-15,-0.27460513453722,0.274605134537223,6478,4218,54,7,1574,0,170,455,6463,4348,40,6,1686,7,111,265,15,-130,14,1,-112,-7,59,190,0.232090360513693,-2.98988040478381,35,16.6666666666667,-6.6429418742586,-100,53.1531531531532,71.6981132075472,-4.88498130835069E-15,-2.16257006599468,0.214682986350641,0.0152218984002652,-1.78933379867646,-0.10830883490639,0.906798081195273,2.92350973363135
"Census Tract 3009.02, Los Angeles County, California","Census Tract 3009.02","06037300902","00","06","037",,"300902",,,,,,,,743,736,7,734,722,12,9,14,-5,1.22615803814714,1.93905817174515,-41.6666666666667,-2.55351295663786E-15,0.692750870064285,-0.692750870064287,2012,1366,8,1,306,5,46,280,1998,1502,14,4,331,2,45,100,14,-136,-6,-3,-25,3,1,180,0.700700700700701,-9.05459387483356,-42.8571428571429,-75,-7.55287009063444,150,2.22222222222222,180,-1.06581410364015E-14,-7.28253103998632,-0.303086386585393,-0.150498410935787,-1.35781905165603,0.148408846221968,0.0340300539107698,8.91149598903078
"Census Tract 3010, Los Angeles County, California","Census Tract 3010","06037301000","00","06","037",,"301000",,,,,,,,2185,2068,117,2174,1982,192,11,86,-75,0.505979760809568,4.33905146316852,-39.0625,3.99680288865056E-15,3.47695565861577,-3.47695565861576,5050,3086,107,23,828,2,405,599,4841,3260,119,26,971,1,255,209,209,-174,-12,-3,-143,1,150,390,4.31728981615369,-5.33742331288344,-10.0840336134454,-11.5384615384615,-14.7270854788877,100,58.8235294117647,186.602870813397,-6.21724893790088E-15,-6.23254748527942,-0.339357918440057,-0.0816335713306923,-3.66179968544262,0.0189470713235339,2.75229526670907,7.54409632246017
"Census Tract 3011, Los Angeles County, California","Census Tract 3011","06037301100","00","06","037",,"301100",,,,,,,,2865,2756,109,2854,2699,155,11,57,-46,0.385423966362999,2.11189329381252,-29.6774193548387,-5.55111512312578E-15,1.62643654966361,-1.62643654966362,6571,4870,89,20,668,2,279,643,6491,5094,53,15,781,3,264,281,80,-224,36,5,-113,-1,15,362,1.23247573563395,-4.3973301923832,67.9245283018868,33.3333333333333,-14.4686299615877,-33.3333333333333,5.68181818181818,128.825622775801,5.32907051820075E-15,-4.36436332328707,0.537920984022432,0.0732784757214261,-1.86616398562321,-0.015781072470994,0.178759154739406,5.45634976689801
"Census Tract 3012.03, Los Angeles County, California","Census Tract 3012.03","06037301203","00","06","037",,"301203",,,,,,,,1970,1877,93,1955,1872,83,15,5,10,0.767263427109974,0.267094017094017,12.0481927710843,2.1094237467878E-15,-0.475287886065923,0.475287886065925,4417,3214,72,14,601,4,185,327,4368,3272,45,4,766,6,103,172,49,-58,27,10,-165,-2,82,155,1.12179487179487,-1.77261613691932,60,250,-21.5404699738903,-33.3333333333333,79.6116504854369,90.1162790697674,-1.77635683940025E-15,-2.14410523443804,0.599845875202452,0.225382119201454,-3.93010977400835,-0.0468034342836245,1.83030453434574,3.46548591398037
"Census Tract 3012.04, Los Angeles County, California","Census Tract 3012.04","06037301204","00","06","037",,"301204",,,,,,,,2215,2105,110,2224,2099,125,-9,6,-15,-0.404676258992806,0.28585040495474,-12,0,0.654363642269029,-0.654363642269029,4934,3268,190,25,750,1,306,394,4990,3463,159,11,944,0,167,246,-56,-195,31,14,-194,1,139,148,-1.12224448897796,-5.63095581865435,19.496855345912,127.272727272727,-20.5508474576271,,83.2335329341317,60.1626016260163,2.66453525910038E-15,-3.16450493203675,0.66445822329702,0.286247403603315,-3.71718711033742,0.0202675314146737,2.8551712261166,3.05554765794256
"Census Tract 3012.05, Los Angeles County, California","Census Tract 3012.05","06037301205","00","06","037",,"301205",,,,,,,,759,744,15,755,734,21,4,10,-6,0.529801324503311,1.36239782016349,-28.5714285714286,-3.10862446895044E-15,0.805172368662144,-0.805172368662147,2211,1655,18,6,224,1,54,253,2209,1814,18,1,263,0,32,81,2,-159,0,5,-39,1,22,172,0.0905387052965143,-8.7651598676957,0,500,-14.828897338403,,68.75,212.345679012346,5.32907051820075E-15,-7.26559801510984,-0.000737085796172557,0.226101067975895,-1.77467737652329,0.0452284034373587,0.99371450087314,7.77596850514291
"Census Tract 3012.06, Los Angeles County, California","Census Tract 3012.06","06037301206","00","06","037",,"301206",,,,,,,,2024,1967,57,2015,1925,90,9,42,-33,0.446650124069479,2.18181818181818,-36.6666666666667,-2.44249065417534E-15,1.65029570709795,-1.65029570709795,5275,3908,60,13,670,6,242,376,5363,3920,46,6,968,1,147,275,-88,-12,14,7,-298,5,95,101,-1.64087264590714,-0.306122448979592,30.4347826086957,116.666666666667,-30.7851239669421,500,64.6258503401361,36.7272727272727,1.77635683940025E-15,0.991890193735734,0.279711875206015,0.134567817227572,-5.34817730403069,0.0950977957622573,1.84667455525087,2.00023506684824
"Census Tract 3013, Los Angeles County, California","Census Tract 3013","06037301300","00","06","037",,"301300",,,,,,,,731,712,19,723,703,20,8,9,-1,1.10650069156293,1.28022759601707,-5,0,0.167072522340983,-0.167072522340983,2070,1659,12,12,162,1,36,188,2016,1773,15,4,150,0,13,61,54,-114,-3,8,12,1,23,127,2.67857142857143,-6.42978003384095,-20,200,8,,176.923076923077,208.196721311475,-2.66453525910038E-15,-7.80150103519669,-0.164337474120083,0.381297446514838,0.385610766045549,0.0483091787439614,1.09428916494134,6.05633195307108
"Census Tract 3014, Los Angeles County, California","Census Tract 3014","06037301400","00","06","037",,"301400",,,,,,,,1374,1339,35,1357,1312,45,17,27,-10,1.25276344878408,2.05792682926829,-22.2222222222222,-7.66053886991358E-15,0.768831408439064,-0.768831408439071,3936,3272,19,18,275,1,83,268,3882,3388,26,4,279,2,37,146,54,-116,-7,14,-4,-1,46,122,1.39103554868624,-3.42384887839433,-26.9230769230769,350,-1.4336917562724,-50,124.324324324324,83.5616438356164,-4.88498130835069E-15,-4.14451942046469,-0.187034279539086,0.354277402897677,-0.200228383659416,-0.0261133310714869,1.15562288737261,3.04799512446438
"Census Tract 3015.01, Los Angeles County, California","Census Tract 3015.01","06037301501","00","06","037",,"301501",,,,,,,,624,608,16,612,599,13,12,9,3,1.96078431372549,1.5025041736227,23.0769230769231,1.38777878078145E-15,-0.439919557566615,0.439919557566616,1861,1543,5,0,155,0,44,114,1902,1617,11,2,166,1,36,69,-41,-74,-6,-2,-11,-1,8,45,-2.15562565720294,-4.57637600494743,-54.5454545454545,-100,-6.62650602409639,-100,22.2222222222222,65.2173913043478,-6.66133814775094E-15,-2.10336018930836,-0.309665834374405,-0.10515247108307,-0.398799645837888,-0.0525762355415352,0.471575778430578,2.49797859771467
"Census Tract 3015.02, Los Angeles County, California","Census Tract 3015.02","06037301502","00","06","037",,"301502",,,,,,,,2656,2543,113,2589,2471,118,67,72,-5,2.58787176516029,2.91380008093889,-4.23728813559322,-2.1094237467878E-15,0.303226230530462,-0.303226230530464,6718,5373,104,25,491,6,283,436,6908,5700,86,2,534,0,218,368,-190,-327,18,23,-43,6,65,68,-2.7504342790967,-5.73684210526316,20.9302325581395,1150,-8.05243445692884,,29.8165137614679,18.4782608695652,2.22044604925031E-16,-2.53386790847705,0.303146375111985,0.343182624078326,-0.421445087073885,0.0893122953259899,1.05680182685964,1.16286987417499
"Census Tract 3016.01, Los Angeles County, California","Census Tract 3016.01","06037301601","00","06","037",,"301601",,,,,,,,2405,2327,78,2356,2214,142,49,113,-64,2.07979626485569,5.10388437217706,-45.0704225352113,-3.99680288865056E-15,2.78392144266507,-2.78392144266508,5952,4336,92,22,462,2,606,432,6198,4715,84,33,529,2,505,330,-246,-379,8,-11,-67,0,101,102,-3.96902226524685,-8.03817603393425,9.52380952380952,-33.3333333333333,-12.6654064272212,0,20,30.9090909090909,5.10702591327572E-15,-3.2234643849733,0.190423029281038,-0.162806160155721,-0.772914519772247,0.00133367683644048,2.03366200335176,1.93376635543203
"Census Tract 3016.02, Los Angeles County, California","Census Tract 3016.02","06037301602","00","06","037",,"301602",,,,,,,,1703,1630,73,1670,1549,121,33,81,-48,1.97604790419162,5.229180116204,-39.6694214876033,5.77315972805081E-15,2.95895584052096,-2.95895584052095,3904,1896,110,39,481,6,795,577,3882,2297,95,13,555,5,696,222,22,-401,15,26,-74,1,99,355,0.566718186501803,-17.457553330431,15.7894736842105,200,-13.3333333333333,20,14.2241379310345,159.90990990991,-0.0257599175682728,-10.6049568838101,0.370430781834613,0.664096481448636,-1.97605752907492,0.024888936748845,2.43482688068513,9.06101141459954
"Census Tract 3017.01, Los Angeles County, California","Census Tract 3017.01","06037301701","00","06","037",,"301701",,,,,,,,1171,1136,35,1155,1109,46,16,27,-11,1.38528138528139,2.4346257889991,-23.9130434782609,8.99280649946377E-15,0.993785605228825,-0.993785605228816,2852,1762,37,14,442,0,251,346,2849,1958,35,17,480,1,207,151,3,-196,2,-3,-38,-1,44,195,0.105300105300105,-10.0102145045965,5.71428571428571,-17.6470588235294,-7.91666666666667,-100,21.256038647343,129.139072847682,7.105427357601E-15,-6.94466255476073,0.0688339748648304,-0.105817006237764,-1.35012063483312,-0.0351000351000351,1.53513424901924,6.83173200704758
"Census Tract 3017.02, Los Angeles County, California","Census Tract 3017.02","06037301702","00","06","037",,"301702",,,,,,,,2186,2115,71,2103,1983,120,83,132,-49,3.94674274845459,6.65658093797277,-40.8333333333333,8.88178419700125E-16,2.45819264858854,-2.45819264858854,5639,3766,116,48,808,6,504,391,5556,4011,51,21,763,3,441,266,83,-245,65,27,45,3,63,125,1.49388048956084,-6.10820244328098,127.450980392157,128.571428571429,5.89777195281782,100,14.2857142857143,46.9924812030075,1.06581410364015E-14,-5.40733368392063,1.1391757572322,0.47324499197007,0.595880330992213,0.0524061639530621,1.00038991028616,2.14623652948693
"Census Tract 3018.01, Los Angeles County, California","Census Tract 3018.01","06037301801","00","06","037",,"301801",,,,,,,,3332,2969,363,1945,1759,186,1387,1210,177,71.3110539845758,68.78908470722,95.1612903225807,-2.66453525910038E-15,-1.33137573795585,1.33137573795585,6139,3562,269,31,1273,7,509,488,4079,2506,105,11,891,4,311,251,2060,1056,164,20,382,3,198,237,50.5025741603334,42.1388667198723,156.190476190476,181.818181818182,42.8731762065095,75,63.6655948553055,94.4223107569721,-1.77635683940025E-15,-3.41414739302746,1.80766081009366,0.235294296177933,-1.10731284848625,0.0159618347220502,0.66683489756252,1.79570840295754
"Census Tract 3018.02, Los Angeles County, California","Census Tract 3018.02","06037301802","00","06","037",,"301802",,,,,,,,2611,2438,173,1405,1326,79,1206,1112,94,85.8362989323843,83.8612368024133,118.987341772152,1.33226762955019E-15,-1.00303806370802,1.00303806370802,5424,3215,215,15,1098,2,389,490,3578,2460,40,9,613,2,266,188,1846,755,175,6,485,0,123,302,51.5930687534936,30.6910569105691,437.5,66.6666666666667,79.1190864600326,0,46.2406015037594,160.63829787234,-4.88498130835069E-15,-9.47989475176885,2.84592132187689,0.0250115009621235,3.11088658814684,-0.0190239929032056,-0.262491941082096,3.77959127476829
"Census Tract 3019.01, Los Angeles County, California","Census Tract 3019.01","06037301901","00","06","037",,"301901",,,,,,,,2157,2068,89,2129,2005,124,28,63,-35,1.31517144199155,3.14214463840399,-28.2258064516129,6.66133814775094E-16,1.69822960538106,-1.69822960538106,4857,3392,124,21,665,0,288,367,4672,3343,95,4,823,3,186,218,185,49,29,17,-158,-3,102,149,3.9597602739726,1.46574932695184,30.5263157894737,425,-19.1980558930741,-100,54.8387096774194,68.348623853211,-4.44089209850063E-16,-1.71659019886564,0.519625854225366,0.346749219457301,-3.92400302768776,-0.0642123287671233,1.94842178073731,2.89000870090055
"Census Tract 3019.02, Los Angeles County, California","Census Tract 3019.02","06037301902","00","06","037",,"301902",,,,,,,,1248,1172,76,1297,1233,64,-49,-61,12,-3.77794911333847,-4.94728304947283,18.75,-1.33226762955019E-15,-1.15527944170967,1.15527944170967,3140,2082,49,20,412,0,278,299,3138,2293,34,17,451,1,183,159,2,-211,15,3,-39,-1,95,140,0.0637348629700446,-9.20191888355866,44.1176470588235,17.6470588235294,-8.64745011086474,-100,51.9125683060109,88.0503144654088,1.77635683940025E-15,-6.76628791107972,0.477016883649369,0.0951963399138565,-1.25119249146481,-0.0318674314850223,3.02176322295429,4.45537138751203
"Census Tract 3020.02, Los Angeles County, California","Census Tract 3020.02","06037302002","00","06","037",,"302002",,,,,,,,1906,1816,90,1888,1722,166,18,94,-76,0.953389830508475,5.45876887340302,-45.7831325301205,9.76996261670138E-15,4.0704421363402,-4.07044213634019,3998,2709,76,19,572,10,278,334,3532,2511,89,11,548,8,182,183,466,198,-13,8,24,2,96,151,13.193657984145,7.88530465949821,-14.6067415730337,72.7272727272727,4.37956204379562,25,52.7472527472528,82.5136612021858,-7.105427357601E-15,-3.33398579244323,-0.61886832430938,0.163799340213708,-1.20813521143358,0.02362449627985,1.80058885614948,3.17297663554314
"Census Tract 3020.03, Los Angeles County, California","Census Tract 3020.03","06037302003","00","06","037",,"302003",,,,,,,,1466,1415,51,1463,1401,62,3,14,-11,0.205058099794942,0.999286224125625,-17.741935483871,-8.32667268468867E-15,0.759013371205508,-0.759013371205516,3496,2566,66,4,400,6,223,231,3578,2754,40,4,449,0,186,145,-82,-188,26,0,-49,6,37,86,-2.29178311906093,-6.82643427741467,65,0,-10.913140311804,,19.8924731182796,59.3103448275862,9.76996261670138E-15,-3.5722051745155,0.769928868639141,0.00262217748176307,-1.10726240833571,0.17162471395881,1.18028365564798,2.55500816712352
"Census Tract 3020.04, Los Angeles County, California","Census Tract 3020.04","06037302004","00","06","037",,"302004",,,,,,,,1718,1661,57,1700,1618,82,18,43,-25,1.05882352941176,2.65760197775031,-30.4878048780488,-1.33226762955019E-15,1.50571800315004,-1.50571800315004,4175,2725,66,20,608,0,348,408,4214,2966,55,13,745,7,209,219,-39,-241,11,7,-137,-7,139,189,-0.925486473659231,-8.1254214430209,20,53.8461538461538,-18.3892617449664,-100,66.5071770334928,86.3013698630137,1.06581410364015E-14,-5.11497176506028,0.275665091269762,0.170546424947921,-3.11629043763446,-0.166112956810631,3.37567105939995,4.57549258388775
"Census Tract 3021.02, Los Angeles County, California","Census Tract 3021.02","06037302102","00","06","037",,"302102",,,,,,,,2718,2575,143,2761,2543,218,-43,32,-75,-1.55740673668961,1.25835627211954,-34.4036697247706,7.105427357601E-15,2.63446848101607,-2.63446848101607,6221,3799,86,51,1019,5,599,662,6439,4370,106,32,1160,1,528,242,-218,-571,-20,19,-141,4,71,420,-3.38561888492002,-13.0663615560641,-18.8679245283019,59.375,-12.1551724137931,400,13.4469696969697,173.553719008264,6.21724893790088E-15,-6.80032880130196,-0.263803954058588,0.32283231061203,-1.63521653970307,0.064842568539611,1.42864600084195,6.88302841507003
"Census Tract 3021.03, Los Angeles County, California","Census Tract 3021.03","06037302103","00","06","037",,"302103",,,,,,,,2090,2020,70,2047,1935,112,43,85,-42,2.10063507572057,4.39276485788114,-37.5,4.88498130835069E-15,2.12213929592379,-2.12213929592378,5334,3281,55,40,992,2,552,412,5504,3700,61,16,1012,1,446,268,-170,-419,-6,24,-20,1,106,144,-3.08866279069767,-11.3243243243243,-9.83606557377049,150,-1.97628458498024,100,23.7668161434978,53.7313432835821,2.66453525910038E-15,-5.712776091942,-0.0771637738596629,0.459208587298681,0.211047383611934,0.0193267084347015,2.24550873727993,2.85484844917641
"Census Tract 3021.04, Los Angeles County, California","Census Tract 3021.04","06037302104","00","06","037",,"302104",,,,,,,,1584,1529,55,1565,1487,78,19,42,-23,1.21405750798722,2.82447881640888,-29.4871794871795,1.99840144432528E-15,1.51180333688321,-1.51180333688321,3859,1843,100,39,930,2,521,424,3917,2099,118,26,1114,6,354,200,-58,-256,-18,13,-184,-4,167,224,-1.48072504467705,-12.1962839447356,-15.2542372881356,50,-16.5170556552962,-66.6666666666667,47.1751412429379,112,1.77635683940025E-15,-5.82844211744568,-0.42116466564605,0.346851218233118,-4.3406251101917,-0.101351554737481,4.46337824975788,5.88135398002991
"Census Tract 3022.01, Los Angeles County, California","Census Tract 3022.01","06037302201","00","06","037",,"302201",,,,,,,,2011,1924,87,1699,1633,66,312,291,21,18.3637433784579,17.8199632578077,31.8181818181818,-6.66133814775094E-16,-0.441567845361401,0.441567845361401,4017,2837,92,18,467,0,332,271,3856,2900,44,6,464,1,256,185,161,-63,48,12,3,-1,76,86,4.1753112033195,-2.17241379310345,109.090909090909,200,0.646551724137931,-100,29.6875,46.4864864864865,-3.33066907387547E-15,-4.58262446841587,1.149187529762,0.292493933975624,-0.407603783505166,-0.0259336099585062,1.62587013491417,1.94861026322775
"Census Tract 3022.02, Los Angeles County, California","Census Tract 3022.02","06037302202","00","06","037",,"302202",,,,,,,,2016,1958,58,1993,1918,75,23,40,-17,1.15403913697943,2.08550573514077,-22.6666666666667,9.99200722162641E-16,0.886186971861835,-0.886186971861834,4933,3201,67,22,551,3,709,380,5254,3824,55,9,648,3,474,241,-321,-623,12,13,-97,0,235,139,-6.10963075751808,-16.2918410041841,21.8181818181818,144.444444444444,-14.9691358024691,0,49.57805907173,57.6763485477178,7.99360577730113E-15,-7.89312223459372,0.31137840901348,0.274678020842826,-1.16378659418777,0.00371556705302134,5.35089498866077,3.1162418432114
