Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008,SE_A03001B_001,SE_A03001B_002,SE_A03001B_003,SE_A03001B_004,SE_A03001B_005,SE_A03001B_006,SE_A03001B_007,SE_A03001B_008,SE_A03001B_009,SE_A03001B_010,PCT_SE_A03001B_002,PCT_SE_A03001B_003,PCT_SE_A03001B_004,PCT_SE_A03001B_005,PCT_SE_A03001B_006,PCT_SE_A03001B_007,PCT_SE_A03001B_008,PCT_SE_A03001B_009,PCT_SE_A03001B_010,SE_A10010_001,SE_A10010_002,SE_A10010_003,SE_A10010_004,SE_A10010_005,SE_A10010_006,SE_A10010_007,SE_A10010_008,SE_A10010_009,SE_A10010_010,PCT_SE_A10010_002,PCT_SE_A10010_003,PCT_SE_A10010_004,PCT_SE_A10010_005,PCT_SE_A10010_006,PCT_SE_A10010_007,PCT_SE_A10010_008,PCT_SE_A10010_009,PCT_SE_A10010_010,SE_B10040_001,SE_B10040_002,SE_B10040_003,PCT_SE_B10040_002,PCT_SE_B10040_003,SE_A09004B_008,SE_A09004B_001,SE_A09004B_002,SE_A09004B_003,SE_A09004B_004,SE_A09004B_005,SE_A09004B_006,SE_A09004B_007,PCT_SE_A09004B_001,PCT_SE_A09004B_002,PCT_SE_A09004B_003,PCT_SE_A09004B_004,PCT_SE_A09004B_005,PCT_SE_A09004B_006,PCT_SE_A09004B_007
"06037201501","Census Tract 2015.01, Los Angeles County, California","ACSSF","ca","140","00","0004749",,,,,"06","037",,,"201501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037201501","Census Tract 2015.01",,,,2232,1830,1570,260,176,0,25,34,0,167,81.99,70.34,11.65,7.89,0,1.12,1.52,0,7.48,862,198,0,0,102,0,508,54,52,708,22.97,0,0,11.83,0,58.93,6.26,6.03,82.13,1506,422,6,14,156,0,782,126,1207,137,28.02,0.4,0.93,10.36,0,51.93,8.37,80.15,9.1,644,182,110,28.26,17.08,2224,1354,900,153,125,19,25,132,60.88,40.47,6.88,5.62,0.85,1.12,5.94
"06037201503","Census Tract 2015.03, Los Angeles County, California","ACSSF","ca","140","00","0004750",,,,,"06","037",,,"201503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037201503","Census Tract 2015.03",,,,1475,1284,1003,281,62,39,17,33,0,40,87.05,68,19.05,4.2,2.64,1.15,2.24,0,2.71,679,225,5,16,37,0,343,53,77,565,33.14,0.74,2.36,5.45,0,50.52,7.81,11.34,83.21,989,348,5,16,74,0,449,97,808,107,35.19,0.51,1.62,7.48,0,45.4,9.81,81.7,10.82,310,104,35,33.55,11.29,1475,933,607,177,35,33,56,25,63.25,41.15,12,2.37,2.24,3.8,1.69
"06037201504","Census Tract 2015.04, Los Angeles County, California","ACSSF","ca","140","00","0004751",,,,,"06","037",,,"201504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037201504","Census Tract 2015.04",,,,932,798,682,116,43,0,11,13,0,67,85.62,73.18,12.45,4.61,0,1.18,1.39,0,7.19,260,67,22,0,5,0,138,28,19,236,25.77,8.46,0,1.92,0,53.08,10.77,7.31,90.77,610,240,22,7,61,0,245,35,482,67,39.34,3.61,1.15,10,0,40.16,5.74,79.02,10.98,350,82,31,23.43,8.86,932,440,329,52,13,13,11,22,47.21,35.3,5.58,1.39,1.39,1.18,2.36
"06037201601","Census Tract 2016.01, Los Angeles County, California","ACSSF","ca","140","00","0004752",,,,,"06","037",,,"201601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037201601","Census Tract 2016.01",,,,983,760,636,124,85,0,0,36,39,63,77.31,64.7,12.61,8.65,0,0,3.66,3.97,6.41,297,44,13,9,43,0,173,15,0,241,14.81,4.38,3.03,14.48,0,58.25,5.05,0,81.14,716,133,70,9,120,0,319,65,483,23,18.58,9.78,1.26,16.76,0,44.55,9.08,67.46,3.21,419,114,38,27.21,9.07,983,503,255,87,80,10,39,32,51.17,25.94,8.85,8.14,1.02,3.97,3.26
"06037201602","Census Tract 2016.02, Los Angeles County, California","ACSSF","ca","140","00","0004753",,,,,"06","037",,,"201602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037201602","Census Tract 2016.02",,,,1135,911,733,178,31,0,0,10,48,135,80.26,64.58,15.68,2.73,0,0,0.88,4.23,11.89,343,87,0,0,43,0,176,37,11,299,25.36,0,0,12.54,0,51.31,10.79,3.21,87.17,771,251,0,4,127,0,334,55,607,43,32.56,0,0.52,16.47,0,43.32,7.13,78.73,5.58,428,172,63,40.19,14.72,1131,466,338,55,24,10,28,11,41.2,29.89,4.86,2.12,0.88,2.48,0.97
"06037201700","Census Tract 2017, Los Angeles County, California","ACSSF","ca","140","00","0004754",,,,,"06","037",,,"201700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037201700","Census Tract 2017",,,,2381,1726,1498,228,162,0,10,271,8,204,72.49,62.91,9.58,6.8,0,0.42,11.38,0.34,8.57,623,174,18,12,124,0,178,117,63,406,27.93,2.89,1.93,19.9,0,28.57,18.78,10.11,65.17,1424,356,82,20,361,0,474,131,798,171,25,5.76,1.4,25.35,0,33.29,9.2,56.04,12.01,801,271,145,33.83,18.1,2036,873,516,95,123,56,18,65,42.88,25.34,4.67,6.04,2.75,0.88,3.19
"06037203100","Census Tract 2031, Los Angeles County, California","ACSSF","ca","140","00","0004755",,,,,"06","037",,,"203100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203100","Census Tract 2031",,,,2035,1761,1409,352,161,0,0,44,0,69,86.54,69.24,17.3,7.91,0,0,2.16,0,3.39,1123,240,56,11,18,0,700,98,19,1033,21.37,4.99,0.98,1.6,0,62.33,8.73,1.69,91.99,1280,308,56,11,33,0,755,117,1169,25,24.06,4.38,0.86,2.58,0,58.98,9.14,91.33,1.95,157,87,62,55.41,39.49,2033,1743,1197,280,155,44,0,67,85.74,58.88,13.77,7.62,2.16,0,3.3
"06037203200","Census Tract 2032, Los Angeles County, California","ACSSF","ca","140","00","0004756",,,,,"06","037",,,"203200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203200","Census Tract 2032",,,,2356,1994,1510,484,240,0,0,25,8,89,84.63,64.09,20.54,10.19,0,0,1.06,0.34,3.78,902,257,28,10,25,0,489,93,39,810,28.49,3.1,1.11,2.77,0,54.21,10.31,4.32,89.8,1324,428,28,18,34,0,679,137,1194,59,32.33,2.11,1.36,2.57,0,51.28,10.35,90.18,4.46,422,175,27,41.47,6.4,2356,1654,1075,368,132,25,8,46,70.2,45.63,15.62,5.6,1.06,0.34,1.95
"06037203300","Census Tract 2033, Los Angeles County, California","ACSSF","ca","140","00","0004757",,,,,"06","037",,,"203300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203300","Census Tract 2033",,,,700,421,349,72,91,0,15,61,7,105,60.14,49.86,10.29,13,0,2.14,8.71,1,15,317,100,4,17,33,0,140,23,3,270,31.55,1.26,5.36,10.41,0,44.16,7.26,0.95,85.17,423,151,4,17,33,0,171,47,368,11,35.7,0.95,4.02,7.8,0,40.43,11.11,87,2.6,106,32,21,30.19,19.81,613,443,248,72,62,21,15,25,72.27,40.46,11.75,10.11,3.43,2.45,4.08
"06037203500","Census Tract 2035, Los Angeles County, California","ACSSF","ca","140","00","0004758",,,,,"06","037",,,"203500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203500","Census Tract 2035",,,,1201,845,605,240,120,0,6,180,0,50,70.36,50.37,19.98,9.99,0,0.5,14.99,0,4.16,661,252,16,7,142,0,206,38,41,462,38.12,2.42,1.06,21.48,0,31.16,5.75,6.2,69.89,970,382,20,7,178,0,326,57,691,92,39.38,2.06,0.72,18.35,0,33.61,5.88,71.24,9.48,309,157,113,50.81,36.57,1197,769,309,184,82,164,20,10,64.24,25.81,15.37,6.85,13.7,1.67,0.84
"06037203601","Census Tract 2036.01, Los Angeles County, California","ACSSF","ca","140","00","0004759",,,,,"06","037",,,"203601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203601","Census Tract 2036.01",,,,1024,763,518,245,148,0,13,87,0,13,74.51,50.59,23.93,14.45,0,1.27,8.5,0,1.27,696,154,11,17,0,0,384,130,10,675,22.13,1.58,2.44,0,0,55.17,18.68,1.44,96.98,809,202,11,17,0,0,434,145,788,10,24.97,1.36,2.1,0,0,53.65,17.92,97.4,1.24,113,50,22,44.25,19.47,1024,888,396,236,143,87,13,13,86.72,38.67,23.05,13.96,8.5,1.27,1.27
"06037203602","Census Tract 2036.02, Los Angeles County, California","ACSSF","ca","140","00","0004760",,,,,"06","037",,,"203602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203602","Census Tract 2036.02",,,,858,629,558,71,96,0,10,8,0,115,73.31,65.03,8.28,11.19,0,1.17,0.93,0,13.4,416,150,23,0,36,0,207,0,22,335,36.06,5.53,0,8.65,0,49.76,0,5.29,80.53,573,237,23,0,36,0,265,12,492,22,41.36,4.01,0,6.28,0,46.25,2.09,85.86,3.84,157,109,63,69.43,40.13,858,670,434,61,53,8,10,104,78.09,50.58,7.11,6.18,0.93,1.17,12.12
"06037203710","Census Tract 2037.10, Los Angeles County, California","ACSSF","ca","140","00","0004761",,,,,"06","037",,,"203710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203710","Census Tract 2037.10",,,,1606,1345,1047,298,88,0,0,45,54,74,83.75,65.19,18.56,5.48,0,0,2.8,3.36,4.61,616,257,0,26,5,0,257,71,36,575,41.72,0,4.22,0.81,0,41.72,11.53,5.84,93.34,832,313,0,26,9,0,406,78,787,36,37.62,0,3.12,1.08,0,48.8,9.38,94.59,4.33,216,57,42,26.39,19.44,1606,1202,775,199,30,36,98,64,74.84,48.26,12.39,1.87,2.24,6.1,3.99
"06037203720","Census Tract 2037.20, Los Angeles County, California","ACSSF","ca","140","00","0004762",,,,,"06","037",,,"203720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203720","Census Tract 2037.20",,,,1599,1261,1091,170,178,0,0,54,0,106,78.86,68.23,10.63,11.13,0,0,3.38,0,6.63,737,141,0,42,36,13,453,52,8,693,19.13,0,5.7,4.88,1.76,61.47,7.06,1.09,94.03,1019,259,0,42,36,13,610,59,957,19,25.42,0,4.12,3.53,1.28,59.86,5.79,93.92,1.86,282,142,55,50.35,19.5,1599,1057,679,109,153,49,0,67,66.1,42.46,6.82,9.57,3.06,0,4.19
"06037203800","Census Tract 2038, Los Angeles County, California","ACSSF","ca","140","00","0004763",,,,,"06","037",,,"203800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203800","Census Tract 2038",,,,2008,1733,1261,472,141,0,0,44,21,69,86.3,62.8,23.51,7.02,0,0,2.19,1.05,3.44,817,183,7,8,17,0,557,45,5,788,22.4,0.86,0.98,2.08,0,68.18,5.51,0.61,96.45,1266,319,7,54,38,0,794,54,1227,15,25.2,0.55,4.27,3,0,62.72,4.27,96.92,1.18,449,135,64,30.07,14.25,2008,1069,630,198,132,44,9,56,53.24,31.37,9.86,6.57,2.19,0.45,2.79
"06037203900","Census Tract 2039, Los Angeles County, California","ACSSF","ca","140","00","0004764",,,,,"06","037",,,"203900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203900","Census Tract 2039",,,,1475,1273,974,299,99,8,0,43,8,44,86.31,66.03,20.27,6.71,0.54,0,2.92,0.54,2.98,443,80,0,18,5,0,327,13,5,433,18.06,0,4.06,1.13,0,73.81,2.93,1.13,97.74,715,178,0,18,31,0,454,34,664,28,24.9,0,2.52,4.34,0,63.5,4.76,92.87,3.92,272,109,45,40.07,16.54,1463,812,518,149,77,34,20,14,55.5,35.41,10.18,5.26,2.32,1.37,0.96
"06037204110","Census Tract 2041.10, Los Angeles County, California","ACSSF","ca","140","00","0004765",,,,,"06","037",,,"204110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204110","Census Tract 2041.10",,,,1528,1248,947,301,83,0,0,63,16,118,81.68,61.98,19.7,5.43,0,0,4.12,1.05,7.72,467,90,0,0,10,0,348,19,8,449,19.27,0,0,2.14,0,74.52,4.07,1.71,96.15,837,163,0,2,16,0,551,105,790,23,19.47,0,0.24,1.91,0,65.83,12.54,94.38,2.75,370,189,14,51.08,3.78,1528,733,448,182,61,35,7,0,47.97,29.32,11.91,3.99,2.29,0.46,0
"06037204120","Census Tract 2041.20, Los Angeles County, California","ACSSF","ca","140","00","0004766",,,,,"06","037",,,"204120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204120","Census Tract 2041.20",,,,1147,1033,941,92,85,0,0,10,0,19,90.06,82.04,8.02,7.41,0,0,0.87,0,1.66,511,149,7,3,0,0,334,18,10,487,29.16,1.37,0.59,0,0,65.36,3.52,1.96,95.3,701,244,7,3,5,0,407,35,663,19,34.81,1,0.43,0.71,0,58.06,4.99,94.58,2.71,190,28,10,14.74,5.26,1145,787,622,82,62,8,0,13,68.73,54.32,7.16,5.41,0.7,0,1.14
"06037204200","Census Tract 2042, Los Angeles County, California","ACSSF","ca","140","00","0004767",,,,,"06","037",,,"204200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204200","Census Tract 2042",,,,1412,1130,1008,122,148,0,0,63,7,64,80.03,71.39,8.64,10.48,0,0,4.46,0.5,4.53,771,214,13,0,30,0,450,64,6,722,27.76,1.69,0,3.89,0,58.37,8.3,0.78,93.64,1008,354,13,0,60,0,516,65,929,6,35.12,1.29,0,5.95,0,51.19,6.45,92.16,0.6,237,134,35,56.54,14.77,1412,1036,731,92,118,63,7,25,73.37,51.77,6.52,8.36,4.46,0.5,1.77
"06037204300","Census Tract 2043, Los Angeles County, California","ACSSF","ca","140","00","0004768",,,,,"06","037",,,"204300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204300","Census Tract 2043",,,,2050,1513,1113,400,267,0,0,51,38,181,73.8,54.29,19.51,13.02,0,0,2.49,1.85,8.83,914,300,0,0,33,0,494,87,36,845,32.82,0,0,3.61,0,54.05,9.52,3.94,92.45,1335,427,0,12,59,0,679,158,1240,36,31.99,0,0.9,4.42,0,50.86,11.84,92.88,2.7,421,141,58,33.49,13.78,2049,1379,694,324,221,51,12,77,67.3,33.87,15.81,10.79,2.49,0.59,3.76
"06037204410","Census Tract 2044.10, Los Angeles County, California","ACSSF","ca","140","00","0004769",,,,,"06","037",,,"204410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204410","Census Tract 2044.10",,,,1065,749,649,100,192,0,7,62,11,44,70.33,60.94,9.39,18.03,0,0.66,5.82,1.03,4.13,595,163,0,0,11,0,336,85,33,512,27.39,0,0,1.85,0,56.47,14.29,5.55,86.05,673,180,0,5,22,0,381,85,579,33,26.75,0,0.74,3.27,0,56.61,12.63,86.03,4.9,78,17,12,21.79,15.38,1065,918,555,93,166,62,13,29,86.2,52.11,8.73,15.59,5.82,1.22,2.72
"06037204420","Census Tract 2044.20, Los Angeles County, California","ACSSF","ca","140","00","0004770",,,,,"06","037",,,"204420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204420","Census Tract 2044.20",,,,1278,810,726,84,327,0,17,59,24,41,63.38,56.81,6.57,25.59,0,1.33,4.62,1.88,3.21,796,217,50,16,6,0,473,34,31,715,27.26,6.28,2.01,0.75,0,59.42,4.27,3.89,89.82,864,253,50,21,6,0,500,34,774,40,29.28,5.79,2.43,0.69,0,57.87,3.94,89.58,4.63,68,16,16,23.53,23.53,1247,1177,676,79,283,59,56,24,94.39,54.21,6.34,22.69,4.73,4.49,1.92
"06037204600","Census Tract 2046, Los Angeles County, California","ACSSF","ca","140","00","0004771",,,,,"06","037",,,"204600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204600","Census Tract 2046",,,,1612,1229,1002,227,152,0,0,51,91,89,76.24,62.16,14.08,9.43,0,0,3.16,5.65,5.52,833,234,53,16,30,0,334,166,37,698,28.09,6.36,1.92,3.6,0,40.1,19.93,4.44,83.79,1137,322,53,16,63,0,449,234,963,37,28.32,4.66,1.41,5.54,0,39.49,20.58,84.7,3.25,304,122,58,40.13,19.08,1612,1083,575,200,95,32,148,33,67.18,35.67,12.41,5.89,1.99,9.18,2.05
"06037204700","Census Tract 2047, Los Angeles County, California","ACSSF","ca","140","00","0004772",,,,,"06","037",,,"204700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204700","Census Tract 2047",,,,2117,1703,1386,317,230,0,0,52,9,123,80.44,65.47,14.97,10.86,0,0,2.46,0.43,5.81,595,131,10,0,9,0,392,53,12,554,22.02,1.68,0,1.51,0,65.88,8.91,2.02,93.11,1241,414,10,17,45,0,639,116,1134,48,33.36,0.81,1.37,3.63,0,51.49,9.35,91.38,3.87,646,317,166,49.07,25.7,2115,1233,860,128,149,31,29,36,58.3,40.66,6.05,7.04,1.47,1.37,1.7
"06037204810","Census Tract 2048.10, Los Angeles County, California","ACSSF","ca","140","00","0004773",,,,,"06","037",,,"204810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204810","Census Tract 2048.10",,,,1922,1621,1350,271,182,9,0,31,22,57,84.34,70.24,14.1,9.47,0.47,0,1.61,1.14,2.97,890,349,0,0,0,0,446,95,0,812,39.21,0,0,0,0,50.11,10.67,0,91.24,1357,458,0,8,0,0,752,139,1279,0,33.75,0,0.59,0,0,55.42,10.24,94.25,0,467,170,58,36.4,12.42,1922,1166,727,178,182,31,0,48,60.67,37.83,9.26,9.47,1.61,0,2.5
"06037204820","Census Tract 2048.20, Los Angeles County, California","ACSSF","ca","140","00","0004774",,,,,"06","037",,,"204820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204820","Census Tract 2048.20",,,,1059,809,629,180,158,16,0,19,0,57,76.39,59.4,17,14.92,1.51,0,1.79,0,5.38,300,75,8,8,4,0,161,44,0,288,25,2.67,2.67,1.33,0,53.67,14.67,0,96,530,164,8,8,9,0,276,65,510,3,30.94,1.51,1.51,1.7,0,52.08,12.26,96.23,0.57,230,78,50,33.91,21.74,1057,676,384,92,146,0,16,38,63.95,36.33,8.7,13.81,0,1.51,3.6
"06037204910","Census Tract 2049.10, Los Angeles County, California","ACSSF","ca","140","00","0004775",,,,,"06","037",,,"204910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204910","Census Tract 2049.10",,,,1229,1029,792,237,74,0,0,62,0,64,83.73,64.44,19.28,6.02,0,0,5.04,0,5.21,795,346,11,10,0,0,350,78,46,738,43.52,1.38,1.26,0,0,44.03,9.81,5.79,92.83,950,416,11,10,0,0,400,113,886,53,43.79,1.16,1.05,0,0,42.11,11.89,93.26,5.58,155,56,6,36.13,3.87,1217,1025,636,213,66,52,0,58,84.22,52.26,17.5,5.42,4.27,0,4.77
"06037204920","Census Tract 2049.20, Los Angeles County, California","ACSSF","ca","140","00","0004776",,,,,"06","037",,,"204920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204920","Census Tract 2049.20",,,,1070,899,794,105,77,0,0,32,0,62,84.02,74.21,9.81,7.2,0,0,2.99,0,5.79,439,118,9,5,0,0,249,58,15,415,26.88,2.05,1.14,0,0,56.72,13.21,3.42,94.53,679,253,9,5,0,0,332,80,637,27,37.26,1.33,0.74,0,0,48.9,11.78,93.81,3.98,240,52,19,21.67,7.92,1070,561,370,89,28,32,0,42,52.43,34.58,8.32,2.62,2.99,0,3.93
"06037205110","Census Tract 2051.10, Los Angeles County, California","ACSSF","ca","140","00","0004777",,,,,"06","037",,,"205110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037205110","Census Tract 2051.10",,,,1436,1039,773,266,296,0,0,67,0,34,72.35,53.83,18.52,20.61,0,0,4.67,0,2.37,851,251,7,19,6,0,533,35,9,810,29.49,0.82,2.23,0.71,0,62.63,4.11,1.06,95.18,851,251,7,19,6,0,533,35,810,9,29.49,0.82,2.23,0.71,0,62.63,4.11,95.18,1.06,0,0,0,,,1436,1436,773,266,284,67,12,34,100,53.83,18.52,19.78,4.67,0.84,2.37
"06037205120","Census Tract 2051.20, Los Angeles County, California","ACSSF","ca","140","00","0004778",,,,,"06","037",,,"205120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037205120","Census Tract 2051.20",,,,1358,1110,866,244,128,0,0,30,0,90,81.74,63.77,17.97,9.43,0,0,2.21,0,6.63,786,182,44,6,5,0,487,62,4,733,23.16,5.6,0.76,0.64,0,61.96,7.89,0.51,93.26,885,234,44,6,5,0,520,76,832,4,26.44,4.97,0.68,0.56,0,58.76,8.59,94.01,0.45,99,36,19,36.36,19.19,1358,1218,766,212,128,30,0,82,89.69,56.41,15.61,9.43,2.21,0,6.04
"06037206010","Census Tract 2060.10, Los Angeles County, California","ACSSF","ca","140","00","0004779",,,,,"06","037",,,"206010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206010","Census Tract 2060.10",,,,1845,1285,1039,246,253,16,36,29,0,226,69.65,56.31,13.33,13.71,0.87,1.95,1.57,0,12.25,1374,295,33,0,437,0,548,61,135,752,21.47,2.4,0,31.8,0,39.88,4.44,9.83,54.73,1474,330,33,0,502,0,548,61,768,154,22.39,2.24,0,34.06,0,37.18,4.14,52.1,10.45,100,16,9,16,9,1841,1597,850,207,253,27,36,224,86.75,46.17,11.24,13.74,1.47,1.96,12.17
"06037206020","Census Tract 2060.20, Los Angeles County, California","ACSSF","ca","140","00","0004780",,,,,"06","037",,,"206020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206020","Census Tract 2060.20",,,,387,184,184,0,66,0,0,20,11,106,47.55,47.55,0,17.05,0,0,5.17,2.84,27.39,262,118,52,0,76,0,9,7,111,23,45.04,19.85,0,29.01,0,3.44,2.67,42.37,8.78,262,118,52,0,76,0,9,7,23,111,45.04,19.85,0,29.01,0,3.44,2.67,8.78,42.37,0,0,0,,,387,387,184,0,66,20,11,106,100,47.55,0,17.05,5.17,2.84,27.39
"06037206050","Census Tract 2060.50, Los Angeles County, California","ACSSF","ca","140","00","0004781",,,,,"06","037",,,"206050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206050","Census Tract 2060.50",,,,791,539,428,111,181,0,0,34,0,37,68.14,54.11,14.03,22.88,0,0,4.3,0,4.68,789,235,28,19,74,0,321,112,45,642,29.78,3.55,2.41,9.38,0,40.68,14.2,5.7,81.37,805,239,28,19,86,0,321,112,642,49,29.69,3.48,2.36,10.68,0,39.88,13.91,79.75,6.09,16,4,0,25,0,776,768,406,111,181,33,0,37,98.97,52.32,14.3,23.32,4.25,0,4.77
"06037206051","Census Tract 2060.51, Los Angeles County, California","ACSSF","ca","140","00","0004782",,,,,"06","037",,,"206051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206051","Census Tract 2060.51",,,,957,500,331,169,29,0,43,93,10,282,52.25,34.59,17.66,3.03,0,4.49,9.72,1.04,29.47,446,363,16,0,40,0,9,18,267,121,81.39,3.59,0,8.97,0,2.02,4.04,59.87,27.13,796,584,16,0,115,0,47,34,195,452,73.37,2.01,0,14.45,0,5.9,4.27,24.5,56.78,350,144,36,41.14,10.29,957,516,143,114,0,0,27,232,53.92,14.94,11.91,0,0,2.82,24.24
"06037206052","Census Tract 2060.52, Los Angeles County, California","ACSSF","ca","140","00","0004783",,,,,"06","037",,,"206052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206052","Census Tract 2060.52",,,,2359,1487,1445,42,182,0,36,115,0,539,63.04,61.25,1.78,7.72,0,1.53,4.87,0,22.85,1686,576,136,0,584,15,216,159,461,377,34.16,8.07,0,34.64,0.89,12.81,9.43,27.34,22.36,1787,601,136,0,649,15,227,159,388,486,33.63,7.61,0,36.32,0.84,12.7,8.9,21.71,27.2,101,27,27,26.73,26.73,2359,2214,1337,42,166,115,36,518,93.85,56.68,1.78,7.04,4.87,1.53,21.96
"06037206053","Census Tract 2060.53, Los Angeles County, California","ACSSF","ca","140","00","0004784",,,,,"06","037",,,"206053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206053","Census Tract 2060.53",,,,1256,852,722,130,163,0,0,24,16,201,67.83,57.48,10.35,12.98,0,0,1.91,1.27,16,1007,185,62,8,289,0,445,18,48,608,18.37,6.16,0.79,28.7,0,44.19,1.79,4.77,60.38,1156,254,71,8,309,0,483,31,706,70,21.97,6.14,0.69,26.73,0,41.78,2.68,61.07,6.06,149,45,16,30.2,10.74,1252,945,502,130,145,24,10,134,75.48,40.1,10.38,11.58,1.92,0.8,10.7
"06037206054","Census Tract 2060.54, Los Angeles County, California","ACSSF","ca","140","00","0004785",,,,,"06","037",,,"206054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206054","Census Tract 2060.54",,,,991,793,590,203,89,0,0,17,54,38,80.02,59.54,20.48,8.98,0,0,1.72,5.45,3.83,544,92,16,0,123,0,267,46,0,405,16.91,2.94,0,22.61,0,49.08,8.46,0,74.45,628,104,16,0,151,0,267,90,461,0,16.56,2.55,0,24.04,0,42.52,14.33,73.41,0,84,65,0,77.38,0,986,863,467,201,86,17,54,38,87.53,47.36,20.39,8.72,1.72,5.48,3.85
"06037206201","Census Tract 2062.01, Los Angeles County, California","ACSSF","ca","140","00","0004786",,,,,"06","037",,,"206201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206201","Census Tract 2062.01",,,,1113,470,470,0,226,0,0,110,36,271,42.23,42.23,0,20.31,0,0,9.88,3.23,24.35,1132,239,215,0,423,0,139,116,223,173,21.11,18.99,0,37.37,0,12.28,10.25,19.7,15.28,1203,239,215,0,494,0,139,116,173,223,19.87,17.87,0,41.06,0,11.55,9.64,14.38,18.54,71,52,34,73.24,47.89,1070,1035,442,0,208,78,36,271,96.73,41.31,0,19.44,7.29,3.36,25.33
