Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008,SE_A03001B_001,SE_A03001B_002,SE_A03001B_003,SE_A03001B_004,SE_A03001B_005,SE_A03001B_006,SE_A03001B_007,SE_A03001B_008,SE_A03001B_009,SE_A03001B_010,PCT_SE_A03001B_002,PCT_SE_A03001B_003,PCT_SE_A03001B_004,PCT_SE_A03001B_005,PCT_SE_A03001B_006,PCT_SE_A03001B_007,PCT_SE_A03001B_008,PCT_SE_A03001B_009,PCT_SE_A03001B_010,SE_A10010_001,SE_A10010_002,SE_A10010_003,SE_A10010_004,SE_A10010_005,SE_A10010_006,SE_A10010_007,SE_A10010_008,SE_A10010_009,SE_A10010_010,PCT_SE_A10010_002,PCT_SE_A10010_003,PCT_SE_A10010_004,PCT_SE_A10010_005,PCT_SE_A10010_006,PCT_SE_A10010_007,PCT_SE_A10010_008,PCT_SE_A10010_009,PCT_SE_A10010_010,SE_B10040_001,SE_B10040_002,SE_B10040_003,PCT_SE_B10040_002,PCT_SE_B10040_003,SE_A09004B_008,SE_A09004B_001,SE_A09004B_002,SE_A09004B_003,SE_A09004B_004,SE_A09004B_005,SE_A09004B_006,SE_A09004B_007,PCT_SE_A09004B_001,PCT_SE_A09004B_002,PCT_SE_A09004B_003,PCT_SE_A09004B_004,PCT_SE_A09004B_005,PCT_SE_A09004B_006,PCT_SE_A09004B_007
"06037101110","Census Tract 1011.10, Los Angeles County, California","ACSSF","ca","140","00","0004200",,,,,"06","037",,,"101110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101110","Census Tract 1011.10",,,,1937,1771,1551,220,60,15,0,14,2,75,91.43,80.07,11.36,3.1,0.77,0,0.72,0.1,3.87,644,438,0,0,58,0,52,96,372,207,68.01,0,0,9.01,0,8.07,14.91,57.76,32.14,1494,1105,0,0,92,0,88,209,401,951,73.96,0,0,6.16,0,5.89,13.99,26.84,63.65,850,385,232,45.29,27.29,1935,794,681,65,19,14,0,15,41.03,35.19,3.36,0.98,0.72,0,0.78
"06037101122","Census Tract 1011.22, Los Angeles County, California","ACSSF","ca","140","00","0004201",,,,,"06","037",,,"101122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101122","Census Tract 1011.22",,,,1977,1617,1472,145,18,0,0,0,77,265,81.79,74.46,7.33,0.91,0,0,0,3.89,13.4,344,287,0,0,0,0,33,24,287,33,83.43,0,0,0,0,9.59,6.98,83.43,9.59,1372,1064,10,0,136,0,57,105,89,1045,77.55,0.73,0,9.91,0,4.15,7.65,6.49,76.17,1028,336,110,32.68,10.7,1977,570,411,82,0,0,77,0,28.83,20.79,4.15,0,0,3.89,0
"06037101220","Census Tract 1012.20, Los Angeles County, California","ACSSF","ca","140","00","0004202",,,,,"06","037",,,"101220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101220","Census Tract 1012.20",,,,1727,1407,1299,108,100,0,0,32,93,95,81.47,75.22,6.25,5.79,0,0,1.85,5.39,5.5,762,450,8,16,48,0,110,130,394,285,59.06,1.05,2.1,6.3,0,14.44,17.06,51.71,37.4,1357,785,8,25,187,0,148,204,497,589,57.85,0.59,1.84,13.78,0,10.91,15.03,36.62,43.4,595,155,71,26.05,11.93,1727,827,547,80,86,32,65,17,47.89,31.67,4.63,4.98,1.85,3.76,0.98
"06037101221","Census Tract 1012.21, Los Angeles County, California","ACSSF","ca","140","00","0004203",,,,,"06","037",,,"101221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101221","Census Tract 1012.21",,,,1658,1485,1295,190,61,0,0,0,112,0,89.57,78.11,11.46,3.68,0,0,0,6.76,0,1140,815,68,0,25,0,178,54,747,269,71.49,5.96,0,2.19,0,15.61,4.74,65.53,23.6,1450,1089,68,0,39,0,188,66,329,983,75.1,4.69,0,2.69,0,12.97,4.55,22.69,67.79,310,183,71,59.03,22.9,1640,1198,926,176,27,0,69,0,73.05,56.46,10.73,1.65,0,4.21,0
"06037101222","Census Tract 1012.22, Los Angeles County, California","ACSSF","ca","140","00","0004204",,,,,"06","037",,,"101222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101222","Census Tract 1012.22",,,,1093,1006,832,174,33,0,0,45,0,9,92.04,76.12,15.92,3.02,0,0,4.12,0,0.82,816,715,17,0,28,17,28,11,515,239,87.62,2.08,0,3.43,2.08,3.43,1.35,63.11,29.29,935,820,17,0,35,17,28,18,246,620,87.7,1.82,0,3.74,1.82,2.99,1.93,26.31,66.31,119,76,7,63.87,5.88,1093,990,765,138,17,45,16,9,90.58,69.99,12.63,1.56,4.12,1.46,0.82
"06037101300","Census Tract 1013, Los Angeles County, California","ACSSF","ca","140","00","0004205",,,,,"06","037",,,"101300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101300","Census Tract 1013",,,,1802,1482,1236,246,30,0,0,0,0,290,82.24,68.59,13.65,1.66,0,0,0,0,16.09,242,170,0,0,0,0,31,41,159,52,70.25,0,0,0,0,12.81,16.94,65.7,21.49,1420,1232,0,0,60,0,50,78,148,1166,86.76,0,0,4.23,0,3.52,5.49,10.42,82.11,1178,442,196,37.52,16.64,1802,373,181,68,8,0,0,116,20.7,10.04,3.77,0.44,0,0,6.44
"06037101400","Census Tract 1014, Los Angeles County, California","ACSSF","ca","140","00","0004206",,,,,"06","037",,,"101400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101400","Census Tract 1014",,,,1546,1285,1185,100,35,11,0,0,17,198,83.12,76.65,6.47,2.26,0.71,0,0,1.1,12.81,387,353,0,0,34,0,0,0,285,68,91.21,0,0,8.79,0,0,0,73.64,17.57,1304,1013,8,0,93,0,30,160,199,930,77.68,0.61,0,7.13,0,2.3,12.27,15.26,71.32,917,394,191,42.97,20.83,1544,255,206,21,25,0,0,3,16.52,13.34,1.36,1.62,0,0,0.19
"06037102103","Census Tract 1021.03, Los Angeles County, California","ACSSF","ca","140","00","0004207",,,,,"06","037",,,"102103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102103","Census Tract 1021.03",,,,767,632,562,70,12,0,0,19,10,94,82.4,73.27,9.13,1.56,0,0,2.48,1.3,12.26,250,221,0,0,29,0,0,0,221,0,88.4,0,0,11.6,0,0,0,88.4,0,669,560,8,0,51,0,0,50,52,531,83.71,1.2,0,7.62,0,0,7.47,7.77,79.37,419,245,117,58.47,27.92,767,295,227,11,0,19,10,28,38.46,29.6,1.43,0,2.48,1.3,3.65
"06037102104","Census Tract 1021.04, Los Angeles County, California","ACSSF","ca","140","00","0004208",,,,,"06","037",,,"102104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102104","Census Tract 1021.04",,,,1701,1107,1003,104,39,0,2,50,0,503,65.08,58.97,6.11,2.29,0,0.12,2.94,0,29.57,289,257,10,0,22,0,0,0,195,62,88.93,3.46,0,7.61,0,0,0,67.47,21.45,1310,1112,24,0,92,0,8,74,190,979,84.89,1.83,0,7.02,0,0.61,5.65,14.5,74.73,1021,528,212,51.71,20.76,1615,522,341,24,22,0,0,135,32.32,21.11,1.49,1.36,0,0,8.36
"06037102105","Census Tract 1021.05, Los Angeles County, California","ACSSF","ca","140","00","0004209",,,,,"06","037",,,"102105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102105","Census Tract 1021.05",,,,849,742,663,79,31,0,0,21,10,45,87.4,78.09,9.31,3.65,0,0,2.47,1.18,5.3,251,125,0,0,16,0,48,62,60,124,49.8,0,0,6.37,0,19.12,24.7,23.9,49.4,554,262,0,7,31,0,107,147,299,166,47.29,0,1.26,5.6,0,19.31,26.53,53.97,29.96,303,107,35,35.31,11.55,849,343,270,11,0,21,20,21,40.4,31.8,1.3,0,2.47,2.36,2.47
"06037102107","Census Tract 1021.07, Los Angeles County, California","ACSSF","ca","140","00","0004210",,,,,"06","037",,,"102107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102107","Census Tract 1021.07",,,,1613,1546,1403,143,0,0,0,0,0,67,95.85,86.98,8.87,0,0,0,0,0,4.15,260,217,43,0,0,0,0,0,118,99,83.46,16.54,0,0,0,0,0,45.38,38.08,1204,925,43,0,121,0,47,68,214,793,76.83,3.57,0,10.05,0,3.9,5.65,17.77,65.86,944,414,222,43.86,23.52,1613,322,239,83,0,0,0,0,19.96,14.82,5.15,0,0,0,0
"06037103101","Census Tract 1031.01, Los Angeles County, California","ACSSF","ca","140","00","0004211",,,,,"06","037",,,"103101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103101","Census Tract 1031.01",,,,1379,1223,1036,187,0,0,0,0,5,151,88.69,75.13,13.56,0,0,0,0,0.36,10.95,110,95,0,0,15,0,0,0,78,17,86.36,0,0,13.64,0,0,0,70.91,15.45,915,702,9,0,82,0,75,47,212,612,76.72,0.98,0,8.96,0,8.2,5.14,23.17,66.89,805,188,131,23.35,16.27,1379,88,64,12,0,0,0,12,6.38,4.64,0.87,0,0,0,0.87
"06037103102","Census Tract 1031.02, Los Angeles County, California","ACSSF","ca","140","00","0004212",,,,,"06","037",,,"103102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103102","Census Tract 1031.02",,,,2229,1947,1713,234,123,0,0,31,19,109,87.35,76.85,10.5,5.52,0,0,1.39,0.85,4.89,430,280,0,0,57,0,93,0,236,137,65.12,0,0,13.26,0,21.63,0,54.88,31.86,1651,1288,0,0,145,0,140,78,311,1154,78.01,0,0,8.78,0,8.48,4.72,18.84,69.9,1221,515,252,42.18,20.64,2229,480,264,79,73,10,0,54,21.53,11.84,3.54,3.28,0.45,0,2.42
"06037103201","Census Tract 1032.01, Los Angeles County, California","ACSSF","ca","140","00","0004213",,,,,"06","037",,,"103201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103201","Census Tract 1032.01",,,,2017,1853,1630,223,0,53,0,12,0,99,91.87,80.81,11.06,0,2.63,0,0.59,0,4.91,883,741,0,0,14,5,22,101,622,242,83.92,0,0,1.59,0.57,2.49,11.44,70.44,27.41,1530,1361,0,0,41,5,22,101,362,1122,88.95,0,0,2.68,0.33,1.44,6.6,23.66,73.33,647,304,75,46.99,11.59,2017,1011,795,83,0,12,33,88,50.12,39.41,4.12,0,0.59,1.64,4.36
"06037103202","Census Tract 1032.02, Los Angeles County, California","ACSSF","ca","140","00","0004214",,,,,"06","037",,,"103202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103202","Census Tract 1032.02",,,,900,769,699,70,16,0,0,30,0,85,85.44,77.67,7.78,1.78,0,0,3.33,0,9.44,19,0,0,0,19,0,0,0,0,0,0,0,0,100,0,0,0,0,0,660,523,0,0,23,0,114,0,78,447,79.24,0,0,3.48,0,17.27,0,11.82,67.73,641,248,157,38.69,24.49,898,39,0,0,0,0,0,39,4.34,0,0,0,0,0,4.34
"06037103300","Census Tract 1033, Los Angeles County, California","ACSSF","ca","140","00","0004215",,,,,"06","037",,,"103300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103300","Census Tract 1033",,,,1627,1301,1149,152,10,0,0,0,0,316,79.96,70.62,9.34,0.61,0,0,0,0,19.42,42,42,0,0,0,0,0,0,42,0,100,0,0,0,0,0,0,100,0,1203,968,0,23,99,0,22,91,180,875,80.47,0,1.91,8.23,0,1.83,7.56,14.96,72.73,1161,501,253,43.15,21.79,1627,62,62,0,0,0,0,0,3.81,3.81,0,0,0,0,0
"06037103401","Census Tract 1034.01, Los Angeles County, California","ACSSF","ca","140","00","0004216",,,,,"06","037",,,"103401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103401","Census Tract 1034.01",,,,1311,1035,1015,20,6,0,0,0,12,258,78.95,77.42,1.53,0.46,0,0,0,0.92,19.68,138,138,0,0,0,0,0,0,82,56,100,0,0,0,0,0,0,59.42,40.58,988,736,0,4,218,0,14,16,108,680,74.49,0,0.4,22.06,0,1.42,1.62,10.93,68.83,850,384,206,45.18,24.24,1311,129,80,20,0,0,0,29,9.84,6.1,1.53,0,0,0,2.21
"06037103402","Census Tract 1034.02, Los Angeles County, California","ACSSF","ca","140","00","0004217",,,,,"06","037",,,"103402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103402","Census Tract 1034.02",,,,2024,1677,1267,410,19,0,0,0,0,328,82.86,62.6,20.26,0.94,0,0,0,0,16.21,304,192,80,0,0,0,17,15,192,17,63.16,26.32,0,0,0,5.59,4.93,63.16,5.59,1372,1026,80,0,75,0,176,15,290,912,74.78,5.83,0,5.47,0,12.83,1.09,21.14,66.47,1068,371,139,34.74,13.01,2019,447,261,105,0,0,0,81,22.14,12.93,5.2,0,0,0,4.01
"06037104103","Census Tract 1041.03, Los Angeles County, California","ACSSF","ca","140","00","0004218",,,,,"06","037",,,"104103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104103","Census Tract 1041.03",,,,1832,1582,1410,172,15,0,0,0,25,210,86.35,76.97,9.39,0.82,0,0,0,1.36,11.46,173,86,6,15,16,0,23,27,27,124,49.71,3.47,8.67,9.25,0,13.29,15.61,15.61,71.68,866,340,166,29,67,0,107,157,553,69,39.26,19.17,3.35,7.74,0,12.36,18.13,63.86,7.97,693,197,106,28.43,15.3,1817,356,259,75,0,0,0,22,19.59,14.25,4.13,0,0,0,1.21
"06037104105","Census Tract 1041.05, Los Angeles County, California","ACSSF","ca","140","00","0004219",,,,,"06","037",,,"104105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104105","Census Tract 1041.05",,,,2250,1812,1457,355,182,0,0,19,77,160,80.53,64.76,15.78,8.09,0,0,0.84,3.42,7.11,762,364,15,0,0,0,311,72,11,736,47.77,1.97,0,0,0,40.81,9.45,1.44,96.59,1526,643,115,11,101,0,491,165,1214,89,42.14,7.54,0.72,6.62,0,32.18,10.81,79.55,5.83,764,275,97,35.99,12.7,2250,978,655,131,58,0,48,86,43.47,29.11,5.82,2.58,0,2.13,3.82
"06037104108","Census Tract 1041.08, Los Angeles County, California","ACSSF","ca","140","00","0004220",,,,,"06","037",,,"104108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104108","Census Tract 1041.08",,,,2182,1941,1728,213,112,0,0,0,7,122,88.96,79.19,9.76,5.13,0,0,0,0.32,5.59,729,379,72,0,36,0,162,80,58,563,51.99,9.88,0,4.94,0,22.22,10.97,7.96,77.23,1288,630,121,0,40,0,386,111,1048,79,48.91,9.39,0,3.11,0,29.97,8.62,81.37,6.13,559,195,101,34.88,18.07,2182,943,688,91,112,0,7,45,43.22,31.53,4.17,5.13,0,0.32,2.06
"06037104124","Census Tract 1041.24, Los Angeles County, California","ACSSF","ca","140","00","0004221",,,,,"06","037",,,"104124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104124","Census Tract 1041.24",,,,1538,1386,1214,172,5,0,24,60,0,63,90.12,78.93,11.18,0.33,0,1.56,3.9,0,4.1,286,171,91,0,15,0,0,9,62,118,59.79,31.82,0,5.24,0,0,3.15,21.68,41.26,1281,708,151,31,83,0,121,187,631,409,55.27,11.79,2.42,6.48,0,9.45,14.6,49.26,31.93,995,634,413,63.72,41.51,1492,339,292,23,0,16,0,8,22.72,19.57,1.54,0,1.07,0,0.54
"06037104201","Census Tract 1042.01, Los Angeles County, California","ACSSF","ca","140","00","0004222",,,,,"06","037",,,"104201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104201","Census Tract 1042.01",,,,2190,1924,1612,312,91,0,0,37,16,122,87.85,73.61,14.25,4.16,0,0,1.69,0.73,5.57,188,147,6,0,0,0,35,0,0,182,78.19,3.19,0,0,0,18.62,0,0,96.81,916,354,157,28,4,0,303,70,718,18,38.65,17.14,3.06,0.44,0,33.08,7.64,78.38,1.97,728,262,130,35.99,17.86,2190,321,251,25,12,0,16,17,14.66,11.46,1.14,0.55,0,0.73,0.78
"06037104203","Census Tract 1042.03, Los Angeles County, California","ACSSF","ca","140","00","0004223",,,,,"06","037",,,"104203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104203","Census Tract 1042.03",,,,2206,2024,1390,634,40,0,0,44,40,58,91.75,63.01,28.74,1.81,0,0,1.99,1.81,2.63,466,228,43,13,0,0,106,76,22,401,48.93,9.23,2.79,0,0,22.75,16.31,4.72,86.05,1125,539,112,18,11,0,267,178,968,22,47.91,9.96,1.6,0.98,0,23.73,15.82,86.04,1.96,659,198,130,30.05,19.73,2206,642,344,207,0,18,30,43,29.1,15.59,9.38,0,0.82,1.36,1.95
"06037104204","Census Tract 1042.04, Los Angeles County, California","ACSSF","ca","140","00","0004224",,,,,"06","037",,,"104204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104204","Census Tract 1042.04",,,,1378,1295,1006,289,13,0,0,0,0,70,93.98,73,20.97,0.94,0,0,0,0,5.08,258,122,25,0,6,0,39,66,6,221,47.29,9.69,0,2.33,0,15.12,25.58,2.33,85.66,731,374,59,14,42,0,112,130,555,58,51.16,8.07,1.92,5.75,0,15.32,17.78,75.92,7.93,473,180,107,38.05,22.62,1378,403,337,56,0,0,0,10,29.25,24.46,4.06,0,0,0,0.73
"06037104310","Census Tract 1043.10, Los Angeles County, California","ACSSF","ca","140","00","0004225",,,,,"06","037",,,"104310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104310","Census Tract 1043.10",,,,2437,2063,1513,550,82,0,0,0,61,231,84.65,62.08,22.57,3.36,0,0,0,2.5,9.48,222,85,0,0,0,0,104,33,5,217,38.29,0,0,0,0,46.85,14.86,2.25,97.75,942,347,16,0,0,0,440,139,881,33,36.84,1.7,0,0,0,46.71,14.76,93.52,3.5,720,330,183,45.83,25.42,2437,677,527,128,0,0,0,22,27.78,21.62,5.25,0,0,0,0.9
"06037104321","Census Tract 1043.21, Los Angeles County, California","ACSSF","ca","140","00","0004226",,,,,"06","037",,,"104321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104321","Census Tract 1043.21",,,,1238,1107,790,317,25,0,14,0,41,51,89.42,63.81,25.61,2.02,0,1.13,0,3.31,4.12,602,213,49,0,9,0,126,205,0,535,35.38,8.14,0,1.5,0,20.93,34.05,0,88.87,924,338,58,0,9,0,238,281,838,0,36.58,6.28,0,0.97,0,25.76,30.41,90.69,0,322,101,101,31.37,31.37,1238,592,334,154,25,0,41,38,47.82,26.98,12.44,2.02,0,3.31,3.07
"06037104322","Census Tract 1043.22, Los Angeles County, California","ACSSF","ca","140","00","0004227",,,,,"06","037",,,"104322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104322","Census Tract 1043.22",,,,920,676,532,144,112,0,0,36,38,58,73.48,57.83,15.65,12.17,0,0,3.91,4.13,6.3,160,94,9,0,0,0,30,27,0,124,58.75,5.62,0,0,0,18.75,16.88,0,77.5,473,216,14,0,0,0,178,65,418,14,45.67,2.96,0,0,0,37.63,13.74,88.37,2.96,313,108,85,34.5,27.16,919,207,65,30,38,36,38,0,22.52,7.07,3.26,4.13,3.92,4.13,0
"06037104401","Census Tract 1044.01, Los Angeles County, California","ACSSF","ca","140","00","0004228",,,,,"06","037",,,"104401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104401","Census Tract 1044.01",,,,1218,1064,962,102,56,18,0,43,21,16,87.36,78.98,8.37,4.6,1.48,0,3.53,1.72,1.31,269,100,20,0,5,0,106,38,14,230,37.17,7.43,0,1.86,0,39.41,14.13,5.2,85.5,617,304,26,2,5,6,228,46,554,32,49.27,4.21,0.32,0.81,0.97,36.95,7.46,89.79,5.19,348,118,69,33.91,19.83,1218,485,348,48,33,32,18,6,39.82,28.57,3.94,2.71,2.63,1.48,0.49
"06037104403","Census Tract 1044.03, Los Angeles County, California","ACSSF","ca","140","00","0004229",,,,,"06","037",,,"104403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104403","Census Tract 1044.03",,,,1318,1144,969,175,6,0,0,26,8,134,86.8,73.52,13.28,0.46,0,0,1.97,0.61,10.17,189,107,0,0,5,0,49,28,0,184,56.61,0,0,2.65,0,25.93,14.81,0,97.35,578,251,0,0,40,0,214,73,524,14,43.43,0,0,6.92,0,37.02,12.63,90.66,2.42,389,112,65,28.79,16.71,1318,255,167,31,0,0,8,49,19.35,12.67,2.35,0,0,0.61,3.72
"06037104404","Census Tract 1044.04, Los Angeles County, California","ACSSF","ca","140","00","0004230",,,,,"06","037",,,"104404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104404","Census Tract 1044.04",,,,1444,1282,1074,208,99,0,0,20,20,23,88.78,74.38,14.4,6.86,0,0,1.39,1.39,1.59,418,163,0,0,0,0,196,59,8,410,39,0,0,0,0,46.89,14.11,1.91,98.09,745,333,0,6,18,0,286,102,714,13,44.7,0,0.81,2.42,0,38.39,13.69,95.84,1.74,327,129,58,39.45,17.74,1444,779,506,136,99,9,20,9,53.95,35.04,9.42,6.86,0.62,1.39,0.62
"06037104500","Census Tract 1045, Los Angeles County, California","ACSSF","ca","140","00","0004231",,,,,"06","037",,,"104500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104500","Census Tract 1045",,,,1453,1225,1019,206,156,0,0,49,6,17,84.31,70.13,14.18,10.74,0,0,3.37,0.41,1.17,142,60,0,0,0,0,37,45,0,136,42.25,0,0,0,0,26.06,31.69,0,95.77,626,311,0,7,0,0,206,102,593,20,49.68,0,1.12,0,0,32.91,16.29,94.73,3.19,484,168,93,34.71,19.21,1453,367,261,10,96,0,0,0,25.26,17.96,0.69,6.61,0,0,0
"06037104610","Census Tract 1046.10, Los Angeles County, California","ACSSF","ca","140","00","0004232",,,,,"06","037",,,"104610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104610","Census Tract 1046.10",,,,1439,1223,970,253,51,23,0,23,20,99,84.99,67.41,17.58,3.54,1.6,0,1.6,1.39,6.88,263,83,0,0,0,0,154,26,4,259,31.56,0,0,0,0,58.56,9.89,1.52,98.48,680,287,0,4,0,0,305,84,674,6,42.21,0,0.59,0,0,44.85,12.35,99.12,0.88,417,148,59,35.49,14.15,1439,334,201,64,18,0,23,28,23.21,13.97,4.45,1.25,0,1.6,1.95
"06037104620","Census Tract 1046.20, Los Angeles County, California","ACSSF","ca","140","00","0004233",,,,,"06","037",,,"104620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104620","Census Tract 1046.20",,,,1628,1469,1217,252,55,0,0,18,54,32,90.23,74.75,15.48,3.38,0,0,1.11,3.32,1.97,233,58,0,0,0,0,65,110,0,233,24.89,0,0,0,0,27.9,47.21,0,100,702,268,14,6,0,0,236,178,685,17,38.18,1.99,0.85,0,0,33.62,25.36,97.58,2.42,469,206,61,43.92,13.01,1628,482,296,146,27,13,0,0,29.61,18.18,8.97,1.66,0.8,0,0
"06037104701","Census Tract 1047.01, Los Angeles County, California","ACSSF","ca","140","00","0004234",,,,,"06","037",,,"104701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104701","Census Tract 1047.01",,,,1487,1286,959,327,72,0,0,27,70,32,86.48,64.49,21.99,4.84,0,0,1.82,4.71,2.15,644,325,12,0,0,0,259,48,0,638,50.47,1.86,0,0,0,40.22,7.45,0,99.07,871,428,18,0,0,7,342,76,852,0,49.14,2.07,0,0,0.8,39.27,8.73,97.82,0,227,111,55,48.9,24.23,1485,983,637,244,38,25,31,8,66.2,42.9,16.43,2.56,1.68,2.09,0.54
"06037104703","Census Tract 1047.03, Los Angeles County, California","ACSSF","ca","140","00","0004235",,,,,"06","037",,,"104703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104703","Census Tract 1047.03",,,,986,851,770,81,7,0,0,11,81,36,86.31,78.09,8.22,0.71,0,0,1.12,8.22,3.65,348,177,31,6,0,0,87,47,54,278,50.86,8.91,1.72,0,0,25,13.51,15.52,79.89,573,298,53,6,0,0,137,79,434,101,52.01,9.25,1.05,0,0,23.91,13.79,75.74,17.63,225,100,63,44.44,28,986,565,406,81,0,11,52,15,57.3,41.18,8.22,0,1.12,5.27,1.52
"06037104704","Census Tract 1047.04, Los Angeles County, California","ACSSF","ca","140","00","0004236",,,,,"06","037",,,"104704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104704","Census Tract 1047.04",,,,1776,1331,1111,220,165,20,0,32,8,220,74.94,62.56,12.39,9.29,1.13,0,1.8,0.45,12.39,399,187,45,0,46,0,70,51,59,225,46.87,11.28,0,11.53,0,17.54,12.78,14.79,56.39,1209,505,182,0,68,0,269,185,789,133,41.77,15.05,0,5.62,0,22.25,15.3,65.26,11,810,447,329,55.19,40.62,1776,481,231,37,32,0,72,109,27.08,13.01,2.08,1.8,0,4.05,6.14
"06037104821","Census Tract 1048.21, Los Angeles County, California","ACSSF","ca","140","00","0004237",,,,,"06","037",,,"104821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104821","Census Tract 1048.21",,,,1399,1235,890,345,117,6,0,9,24,8,88.28,63.62,24.66,8.36,0.43,0,0.64,1.72,0.57,401,186,13,4,4,0,100,94,7,377,46.38,3.24,1,1,0,24.94,23.44,1.75,94.01,716,352,13,4,9,0,217,121,661,22,49.16,1.82,0.56,1.26,0,30.31,16.9,92.32,3.07,315,129,60,40.95,19.05,1399,707,420,191,41,9,46,0,50.54,30.02,13.65,2.93,0.64,3.29,0
