geoid,population,heat_days,heat_perc,FIPS,FIPS_2,nation,state,county,countysubdivision,censustract,place,congressionaldistrict116th,statelegislativedistrictuppercha,statelegislativedistrictlowercha,metropolitanstatisticalareamicro,combinedstatisticalarea,tot_housing,housing_occupied,housing_vacant,tot_pop,tot_white,tot_bla,tot_native,tot_asian,tot_haw,tot_other,tot_twomore,_merge2
06037910713,5787,141.65834,88.515335,06037910713,6037910713,0,6,37,,910713,,,,,,,1536,1510,26,6055,1048,913,164,205,1,2632,1092,Matched (3)
06037910714,3870,141.65834,88.515335,06037910714,6037910714,0,6,37,,910714,,,,,,,974,953,21,3934,783,411,92,69,9,1860,710,Matched (3)
06037910715,6653,133.65834,81.842682,06037910715,6037910715,0,6,37,,910715,,,,,,,2071,2000,71,7105,1494,807,228,235,13,3025,1303,Matched (3)
06037910716,5770,133.65834,81.842682,06037910716,6037910716,0,6,37,,910716,,,,,,,1817,1789,28,6636,1697,792,147,167,28,2484,1321,Matched (3)
06037910804,2964,130.22501,80.148849,06037910804,6037910804,0,6,37,,910804,,,,,,,1219,1167,52,3338,2232,41,30,86,3,447,499,Matched (3)
06037910807,6424,119.33334,68.856667,06037910807,6037910807,0,6,37,,910807,,,,,,,1932,1897,35,6092,2999,385,64,608,6,1054,976,Matched (3)
06037910808,3445,120.71667,70.120621,06037910808,6037910808,0,6,37,,910808,,,,,,,1174,1155,19,3494,1944,74,44,177,2,615,638,Matched (3)
06037910809,2070,109.43333,62.350826,06037910809,6037910809,0,6,37,,910809,,,,,,,787,767,20,2337,1685,43,17,171,6,141,274,Matched (3)
06037910810,2599,120.71667,70.120621,06037910810,6037910810,0,6,37,,910810,,,,,,,822,807,15,2685,1622,109,25,269,11,297,352,Matched (3)
06037911001,3926,140.60001,87.809578,06037911001,6037911001,0,6,37,,911001,,,,,,,1790,1582,208,3958,2334,156,114,117,4,578,655,Matched (3)
06037920013,7174,131.15834,80.642883,06037920013,6037920013,0,6,37,,920013,,,,,,,2517,2481,36,7801,4086,453,45,1319,5,725,1168,Matched (3)
06037920015,6578,127.88333,78.41011,06037920015,6037920015,0,6,37,,920015,,,,,,,2175,2154,21,6724,4324,190,31,649,8,468,1054,Matched (3)
06037920016,3563,127.88333,78.41011,06037920016,6037920016,0,6,37,,920016,,,,,,,1392,1379,13,4423,2692,223,15,451,7,357,678,Matched (3)
06037920017,4309,131.04167,80.597977,06037920017,6037920017,0,6,37,,920017,,,,,,,1454,1426,28,4241,2566,66,43,251,3,606,706,Matched (3)
06037920018,2024,127.88333,78.41011,06037920018,6037920018,0,6,37,,920018,,,,,,,770,768,2,2184,1536,39,17,111,3,154,324,Matched (3)
06037920020,6501,128,78.596176,06037920020,6037920020,0,6,37,,920020,,,,,,,2243,2211,32,7009,4269,158,64,383,8,901,1226,Matched (3)
06037920028,7091,126.63333,76.735535,06037920028,6037920028,0,6,37,,920028,,,,,,,2514,2494,20,8017,3775,454,43,1506,23,980,1236,Matched (3)
06037920029,5632,120.85,70.396507,06037920029,6037920029,0,6,37,,920029,,,,,,,2145,2069,76,5931,2804,288,84,462,10,1342,941,Matched (3)
06037920030,5088,120.85,70.396507,06037920030,6037920030,0,6,37,,920030,,,,,,,1886,1846,40,5399,2503,294,52,685,6,994,865,Matched (3)
06037920031,4343,120.85,70.396507,06037920031,6037920031,0,6,37,,920031,,,,,,,2316,2247,69,4850,2689,252,42,772,6,430,659,Matched (3)
06037920034,3790,124.88333,74.778648,06037920034,6037920034,0,6,37,,920034,,,,,,,1391,1317,74,4152,1936,210,44,476,6,769,711,Matched (3)
06037920035,6895,111.08334,62.998844,06037920035,6037920035,0,6,37,,920035,,,,,,,2449,2402,47,8172,3018,323,150,705,12,2446,1518,Matched (3)
06037920038,1710,111.08334,62.998844,06037920038,6037920038,0,6,37,,920038,,,,,,,964,945,19,2629,763,155,102,144,0,975,490,Matched (3)
06037920039,2191,117.18333,66.931862,06037920039,6037920039,0,6,37,,920039,,,,,,,597,588,9,1808,990,47,14,169,1,225,362,Matched (3)
06037920040,3979,122.85,72.539459,06037920040,6037920040,0,6,37,,920040,,,,,,,1552,1497,55,5045,2005,518,83,473,15,1130,821,Matched (3)
06037920041,1668,117.18333,66.931862,06037920041,6037920041,0,6,37,,920041,,,,,,,485,472,13,1473,697,124,21,126,1,270,234,Matched (3)
06037920042,6990,111.08334,62.998844,06037920042,6037920042,0,6,37,,920042,,,,,,,2899,2830,69,7762,3227,551,127,995,19,1547,1296,Matched (3)
06037920043,7130,117.475,67.310402,06037920043,6037920043,0,6,37,,920043,,,,,,,2661,2564,97,8832,3734,570,43,2156,7,968,1354,Matched (3)
06037920044,2399,127.88333,78.41011,06037920044,6037920044,0,6,37,,920044,,,,,,,933,924,9,2737,1639,66,16,287,13,294,422,Matched (3)
06037920045,4282,127.88333,78.41011,06037920045,6037920045,0,6,37,,920045,,,,,,,1450,1433,17,4438,2795,94,41,451,10,332,715,Matched (3)
06037920102,5466,135.49167,83.279869,06037920102,6037920102,0,6,37,,920102,,,,,,,2002,1873,129,5115,2610,197,88,379,17,1011,813,Matched (3)
06037920104,2933,133.93333,81.996658,06037920104,6037920104,0,6,37,,920104,,,,,,,889,863,26,2732,1788,59,35,165,1,283,401,Matched (3)
06037920106,3381,136.94167,84.614395,06037920106,6037920106,0,6,37,,920106,,,,,,,952,912,40,3096,1230,83,61,76,5,1038,603,Matched (3)
06037920109,5696,127.88333,78.41011,06037920109,6037920109,0,6,37,,920109,,,,,,,2272,2207,65,5766,3481,224,26,873,14,379,769,Matched (3)
06037920110,3088,127.88333,78.41011,06037920110,6037920110,0,6,37,,920110,,,,,,,1057,1035,22,3098,1932,87,11,439,6,211,412,Matched (3)
06037920111,2738,127.88333,78.41011,06037920111,6037920111,0,6,37,,920111,,,,,,,1047,1032,15,3053,1870,57,26,329,4,243,524,Matched (3)
06037920112,4211,131.04167,80.597977,06037920112,6037920112,0,6,37,,920112,,,,,,,1626,1598,28,4220,2680,82,23,484,0,347,604,Matched (3)
06037920114,6518,132.50833,81.297318,06037920114,6037920114,0,6,37,,920114,,,,,,,2441,2349,92,6331,3417,327,26,1184,11,479,887,Matched (3)
06037920115,3957,132.50833,81.297318,06037920115,6037920115,0,6,37,,920115,,,,,,,1630,1599,31,4144,2419,96,24,738,11,293,563,Matched (3)
06037920116,5481,132.26666,81.162582,06037920116,6037920116,0,6,37,,920116,,,,,,,1666,1648,18,5057,2974,134,69,479,12,559,830,Matched (3)
06037920118,6035,132.26666,81.162582,06037920118,6037920118,0,6,37,,920118,,,,,,,1827,1811,16,5931,3219,221,41,834,5,590,1021,Matched (3)
06037920119,1974,132.26666,81.162582,06037920119,6037920119,0,6,37,,920119,,,,,,,516,507,9,1833,984,42,12,293,2,142,358,Matched (3)
06037920312,5826,120.95834,70.505585,06037920312,6037920312,0,6,37,,920312,,,,,,,2329,2250,79,5933,3463,198,86,318,10,1112,746,Matched (3)
06037920313,4821,127.63333,78.21122,06037920313,6037920313,0,6,37,,920313,,,,,,,1693,1661,32,5304,2939,88,83,421,4,896,873,Matched (3)
06037920314,2920,120.85,70.396507,06037920314,6037920314,0,6,37,,920314,,,,,,,1049,1031,18,3142,1846,111,32,274,3,350,526,Matched (3)
06037920322,2854,120.675,70.088539,06037920322,6037920322,0,6,37,,920322,,,,,,,1136,1119,17,2998,1831,68,23,229,0,316,531,Matched (3)
06037920326,6324,131.86667,80.931602,06037920326,6037920326,0,6,37,,920326,,,,,,,2888,2731,157,7212,3521,353,49,1654,16,666,953,Matched (3)
06037920328,2036,127.4,77.903244,06037920328,6037920328,0,6,37,,920328,,,,,,,978,883,95,1987,1180,111,13,311,3,129,240,Matched (3)
06037920329,7152,127.4,77.903244,06037920329,6037920329,0,6,37,,920329,,,,,,,2916,2826,90,6723,4312,185,52,658,8,488,1020,Matched (3)
06037920330,3225,127.4,77.903244,06037920330,6037920330,0,6,37,,920330,,,,,,,1889,1846,43,4166,2993,91,16,391,3,213,459,Matched (3)
06037920331,3482,120.675,70.088539,06037920331,6037920331,0,6,37,,920331,,,,,,,1343,1330,13,3751,2439,60,20,383,2,310,537,Matched (3)
06037920332,2438,121.13333,70.659569,06037920332,6037920332,0,6,37,,920332,,,,,,,685,664,21,1950,1254,41,10,108,0,267,270,Matched (3)
06037920334,6217,127.4,77.903244,06037920334,6037920334,0,6,37,,920334,,,,,,,2392,2338,54,6363,4153,164,72,729,7,384,854,Matched (3)
06037920338,5711,125.53333,75.477997,06037920338,6037920338,0,6,37,,920338,,,,,,,1748,1724,24,5642,2973,151,37,1444,0,321,716,Matched (3)
06037920339,7420,136.13333,83.786736,06037920339,6037920339,0,6,37,,920339,,,,,,,2727,2670,57,8114,3796,357,29,2515,13,418,986,Matched (3)
,,,,06037101221,,0,6,37,,101221,,,,,,,1363,1305,58,3444,2009,87,20,248,3,734,343,Using only (2)
,,,,06037101222,,0,6,37,,101222,,,,,,,1042,1024,18,2808,1551,94,62,148,0,650,303,Using only (2)
,,,,06037103201,,0,6,37,,103201,,,,,,,1775,1716,59,4676,2645,119,69,287,5,900,651,Using only (2)
,,,,06037103202,,0,6,37,,103202,,,,,,,687,657,30,2026,1081,132,31,131,4,376,271,Using only (2)
,,,,06037103401,,0,6,37,,103401,,,,,,,1022,986,36,2516,1704,38,18,250,0,248,258,Using only (2)
,,,,06037103402,,0,6,37,,103402,,,,,,,1585,1544,41,4075,2574,65,30,285,2,602,517,Using only (2)
,,,,06037104321,,0,6,37,,104321,,,,,,,744,710,34,3009,396,95,105,87,1,1703,622,Using only (2)
,,,,06037104322,,0,6,37,,104322,,,,,,,499,472,27,2233,299,112,65,34,3,1267,453,Using only (2)
,,,,06037104823,,0,6,37,,104823,,,,,,,704,681,23,3024,555,40,46,385,14,1382,602,Using only (2)
,,,,06037104824,,0,6,37,,104824,,,,,,,464,453,11,2207,390,23,48,42,1,1318,385,Using only (2)
,,,,06037108203,,0,6,37,,108203,,,,,,,1255,1233,22,3577,1482,143,13,1542,8,133,256,Using only (2)
,,,,06037108204,,0,6,37,,108204,,,,,,,646,639,7,1857,667,55,3,948,0,61,123,Using only (2)
,,,,06037111303,,0,6,37,,111303,,,,,,,1470,1437,33,4429,1892,138,57,920,8,724,690,Using only (2)
,,,,06037111304,,0,6,37,,111304,,,,,,,1429,1363,66,3359,1034,212,49,769,12,790,493,Using only (2)
,,,,06037111401,,0,6,37,,111401,,,,,,,771,755,16,2406,970,99,39,479,3,469,347,Using only (2)
,,,,06037111402,,0,6,37,,111402,,,,,,,2008,1955,53,5333,2309,213,51,885,8,1107,760,Using only (2)
,,,,06037113238,,0,6,37,,113238,,,,,,,1644,1579,65,5182,1160,381,92,705,17,2116,711,Using only (2)
,,,,06037113239,,0,6,37,,113239,,,,,,,947,911,36,2259,721,119,59,260,3,776,321,Using only (2)
,,,,06037113323,,0,6,37,,113323,,,,,,,1604,1570,34,3927,1344,238,47,893,4,858,543,Using only (2)
,,,,06037113324,,0,6,37,,113324,,,,,,,858,812,46,2072,638,168,24,430,3,556,253,Using only (2)
,,,,06037113423,,0,6,37,,113423,,,,,,,861,841,20,2639,889,76,45,572,4,709,344,Using only (2)
,,,,06037113424,,0,6,37,,113424,,,,,,,1301,1240,61,3613,1471,195,39,685,0,762,461,Using only (2)
,,,,06037113425,,0,6,37,,113425,,,,,,,1323,1276,47,4020,852,374,73,412,11,1812,486,Using only (2)
,,,,06037113426,,0,6,37,,113426,,,,,,,780,771,9,2479,734,107,32,368,10,802,426,Using only (2)
,,,,06037113427,,0,6,37,,113427,,,,,,,1126,1099,27,3024,780,197,28,456,3,1176,384,Using only (2)
,,,,06037113428,,0,6,37,,113428,,,,,,,1039,1006,33,3397,1275,146,91,680,5,689,511,Using only (2)
,,,,06037115103,,0,6,37,,115103,,,,,,,129,91,38,2345,478,511,16,287,8,994,51,Using only (2)
,,,,06037115203,,0,6,37,,115203,,,,,,,1268,1203,65,2793,1056,281,23,574,6,525,328,Using only (2)
,,,,06037115204,,0,6,37,,115204,,,,,,,1742,1666,76,4228,1696,302,40,885,2,746,557,Using only (2)
,,,,06037119003,,0,6,37,,119003,,,,,,,875,866,9,3893,582,44,116,184,2,2238,727,Using only (2)
,,,,06037119004,,0,6,37,,119004,,,,,,,725,701,24,2830,441,30,68,284,2,1430,575,Using only (2)
,,,,06037119801,,0,6,37,,119801,,,,,,,660,656,4,2933,548,25,42,309,7,1491,511,Using only (2)
,,,,06037119802,,0,6,37,,119802,,,,,,,796,777,19,3016,541,29,34,402,1,1385,624,Using only (2)
,,,,06037125101,,0,6,37,,125101,,,,,,,2141,2036,105,3979,2363,333,25,352,5,389,512,Using only (2)
,,,,06037125102,,0,6,37,,125102,,,,,,,1057,1015,42,2280,1569,121,12,144,2,113,319,Using only (2)
,,,,06037125321,,0,6,37,,125321,,,,,,,1512,1446,66,3049,1322,315,49,328,0,615,420,Using only (2)
,,,,06037125322,,0,6,37,,125322,,,,,,,1561,1372,189,2222,1168,333,17,173,10,253,268,Using only (2)
,,,,06037125403,,0,6,37,,125403,,,,,,,1327,1275,52,2181,1164,239,20,173,4,298,283,Using only (2)
,,,,06037125404,,0,6,37,,125404,,,,,,,1779,1655,124,3133,1656,493,22,252,4,331,375,Using only (2)
,,,,06037128703,,0,6,37,,128703,,,,,,,1716,1669,47,3317,2189,245,21,264,4,234,360,Using only (2)
,,,,06037128704,,0,6,37,,128704,,,,,,,1159,1119,40,2594,1738,120,16,201,2,205,312,Using only (2)
,,,,06037131021,,0,6,37,,131021,,,,,,,970,936,34,2972,822,99,62,429,2,1146,412,Using only (2)
,,,,06037131022,,0,6,37,,131022,,,,,,,1122,1078,44,3491,793,207,78,470,1,1516,426,Using only (2)
,,,,06037131023,,0,6,37,,131023,,,,,,,815,782,33,2628,661,91,32,379,0,1044,421,Using only (2)
,,,,06037131024,,0,6,37,,131024,,,,,,,998,979,19,3422,964,128,75,371,1,1392,491,Using only (2)
,,,,06037131801,,0,6,37,,131801,,,,,,,959,928,31,3104,908,109,63,418,1,1167,438,Using only (2)
,,,,06037131802,,0,6,37,,131802,,,,,,,750,728,22,2552,897,81,70,326,0,841,337,Using only (2)
,,,,06037132301,,0,6,37,,132301,,,,,,,1517,1464,53,3577,1130,144,48,526,1,1247,481,Using only (2)
,,,,06037132302,,0,6,37,,132302,,,,,,,892,858,34,3005,926,78,59,222,8,1192,520,Using only (2)
,,,,06037133101,,0,6,37,,133101,,,,,,,724,694,30,2091,1177,91,20,184,1,331,287,Using only (2)
,,,,06037133102,,0,6,37,,133102,,,,,,,1226,1172,54,3376,1614,173,52,351,3,830,353,Using only (2)
,,,,06037134801,,0,6,37,,134801,,,,,,,978,962,16,3177,1103,150,61,577,4,752,530,Using only (2)
,,,,06037134802,,0,6,37,,134802,,,,,,,944,929,15,3196,1081,118,76,436,0,974,511,Using only (2)
,,,,06037134906,,0,6,37,,134906,,,,,,,1291,1234,57,3115,827,215,49,450,2,1147,425,Using only (2)
,,,,06037134907,,0,6,37,,134907,,,,,,,1649,1521,128,2953,1398,445,11,465,10,266,358,Using only (2)
,,,,06037135115,,0,6,37,,135115,,,,,,,2448,2273,175,4698,1811,230,13,1970,8,212,454,Using only (2)
,,,,06037135116,,0,6,37,,135116,,,,,,,1132,1055,77,1718,965,163,16,248,1,115,210,Using only (2)
,,,,06037135204,,0,6,37,,135204,,,,,,,1680,1652,28,4791,3036,150,24,685,0,295,601,Using only (2)
,,,,06037135205,,0,6,37,,135205,,,,,,,847,826,21,2342,1666,41,0,351,0,49,235,Using only (2)
,,,,06037137000,,0,6,37,,137000,,,,,,,1766,1693,73,4754,3516,137,10,377,6,171,537,Using only (2)
,,,,06037137202,,0,6,37,,137202,,,,,,,1659,1564,95,3588,2094,245,16,554,13,242,424,Using only (2)
,,,,06037137203,,0,6,37,,137203,,,,,,,949,906,43,2416,1576,69,12,199,4,160,396,Using only (2)
,,,,06037139505,,0,6,37,,139505,,,,,,,1382,1327,55,2565,1725,134,9,195,0,227,275,Using only (2)
,,,,06037139506,,0,6,37,,139506,,,,,,,1393,1343,50,2767,1932,131,7,216,3,197,281,Using only (2)
,,,,06037139704,,0,6,37,,139704,,,,,,,996,950,46,2624,2072,54,11,186,1,31,269,Using only (2)
,,,,06037139705,,0,6,37,,139705,,,,,,,1371,1311,60,3643,2991,47,3,254,0,48,300,Using only (2)
,,,,06037141305,,0,6,37,,141305,,,,,,,1503,1431,72,2986,2023,190,12,219,7,192,343,Using only (2)
,,,,06037141306,,0,6,37,,141306,,,,,,,1662,1555,107,2974,2107,151,7,280,10,128,291,Using only (2)
,,,,06037143101,,0,6,37,,143101,,,,,,,1111,1038,73,2142,1568,90,7,121,2,93,261,Using only (2)
,,,,06037143102,,0,6,37,,143102,,,,,,,1276,1207,69,2294,1529,155,11,174,2,166,257,Using only (2)
,,,,06037143301,,0,6,37,,143301,,,,,,,1711,1579,132,3236,1964,186,23,242,6,377,438,Using only (2)
,,,,06037143302,,0,6,37,,143302,,,,,,,1701,1597,104,3367,2404,125,11,297,3,128,399,Using only (2)
,,,,06037143401,,0,6,37,,143401,,,,,,,2249,2164,85,4632,3361,232,11,328,4,192,504,Using only (2)
,,,,06037143402,,0,6,37,,143402,,,,,,,889,847,42,1791,1285,58,10,143,4,76,215,Using only (2)
,,,,06037143605,,0,6,37,,143605,,,,,,,1228,1140,88,1945,1089,180,8,276,6,116,270,Using only (2)
,,,,06037143606,,0,6,37,,143606,,,,,,,1048,983,65,1581,954,123,7,217,0,98,182,Using only (2)
,,,,06037143801,,0,6,37,,143801,,,,,,,1365,1279,86,2926,2191,100,13,238,4,83,297,Using only (2)
,,,,06037143802,,0,6,37,,143802,,,,,,,1182,1115,67,2298,1719,90,8,168,0,90,223,Using only (2)
,,,,06037185101,,0,6,37,,185101,,,,,,,1145,1097,48,2830,1040,44,69,241,5,952,479,Using only (2)
,,,,06037185102,,0,6,37,,185102,,,,,,,1256,1192,64,2990,1647,96,34,366,2,319,526,Using only (2)
,,,,06037189501,,0,6,37,,189501,,,,,,,1439,1337,102,2183,1654,79,10,135,1,82,222,Using only (2)
,,,,06037189502,,0,6,37,,189502,,,,,,,1518,1412,106,2251,1528,132,7,152,0,175,257,Using only (2)
,,,,06037189703,,0,6,37,,189703,,,,,,,1402,1266,136,2259,1502,162,8,182,4,103,298,Using only (2)
,,,,06037189704,,0,6,37,,189704,,,,,,,1699,1518,181,2786,1859,173,7,278,7,133,329,Using only (2)
,,,,06037189801,,0,6,37,,189801,,,,,,,1539,1454,85,2302,1706,106,10,118,2,99,261,Using only (2)
,,,,06037189802,,0,6,37,,189802,,,,,,,1194,1135,59,2005,1453,131,0,116,1,86,218,Using only (2)
,,,,06037189906,,0,6,37,,189906,,,,,,,1733,1580,153,2746,1870,204,16,231,1,130,294,Using only (2)
,,,,06037189907,,0,6,37,,189907,,,,,,,1611,1539,72,2434,1736,158,12,162,6,139,221,Using only (2)
,,,,06037190101,,0,6,37,,190101,,,,,,,1412,1260,152,1832,1076,175,13,153,4,184,227,Using only (2)
,,,,06037190102,,0,6,37,,190102,,,,,,,1671,1504,167,2737,1571,198,42,225,10,330,361,Using only (2)
,,,,06037190302,,0,6,37,,190302,,,,,,,1327,1227,100,2283,1396,177,27,192,7,249,235,Using only (2)
,,,,06037190303,,0,6,37,,190303,,,,,,,1641,1473,168,2470,1394,151,16,256,1,381,271,Using only (2)
,,,,06037190701,,0,6,37,,190701,,,,,,,1277,961,316,1867,939,176,31,199,8,289,225,Using only (2)
,,,,06037190702,,0,6,37,,190702,,,,,,,892,802,90,1420,704,65,17,122,1,311,200,Using only (2)
,,,,06037199001,,0,6,37,,199001,,,,,,,822,775,47,2552,252,46,22,730,0,914,588,Using only (2)
,,,,06037199002,,0,6,37,,199002,,,,,,,1176,1109,67,2913,540,116,82,697,5,957,516,Using only (2)
,,,,06037199801,,0,6,37,,199801,,,,,,,891,875,16,3036,369,43,59,936,2,1177,450,Using only (2)
,,,,06037199802,,0,6,37,,199802,,,,,,,676,651,25,2144,216,12,47,865,2,752,250,Using only (2)
,,,,06037203601,,0,6,37,,203601,,,,,,,807,771,36,2662,285,22,91,31,8,1740,485,Using only (2)
,,,,06037203602,,0,6,37,,203602,,,,,,,629,609,20,2124,314,35,79,56,4,1264,372,Using only (2)
,,,,06037206020,,0,6,37,,206020,,,,,,,308,301,7,5577,1005,1845,4,241,10,2370,102,Using only (2)
,,,,06037206051,,0,6,37,,206051,,,,,,,1233,1086,147,2591,1318,284,32,339,6,336,276,Using only (2)
,,,,06037206052,,0,6,37,,206052,,,,,,,2183,1866,317,3296,1101,206,18,1423,8,174,366,Using only (2)
,,,,06037206053,,0,6,37,,206053,,,,,,,957,910,47,3261,499,124,60,414,14,1584,566,Using only (2)
,,,,06037206054,,0,6,37,,206054,,,,,,,767,751,16,2670,294,28,65,419,0,1484,380,Using only (2)
,,,,06037206201,,0,6,37,,206201,,,,,,,1310,1164,146,2647,697,446,31,781,10,366,316,Using only (2)
,,,,06037206202,,0,6,37,,206202,,,,,,,1075,985,90,3035,778,546,71,900,15,430,295,Using only (2)
,,,,06037206301,,0,6,37,,206301,,,,,,,1219,1043,176,2074,474,952,50,53,13,298,234,Using only (2)
,,,,06037206302,,0,6,37,,206302,,,,,,,692,634,58,1375,357,502,30,66,9,254,157,Using only (2)
,,,,06037206303,,0,6,37,,206303,,,,,,,688,632,56,2858,846,1076,72,51,18,542,253,Using only (2)
,,,,06037207303,,0,6,37,,207303,,,,,,,1952,1690,262,2311,945,301,8,612,11,168,266,Using only (2)
,,,,06037207304,,0,6,37,,207304,,,,,,,1666,1532,134,2124,752,466,33,191,0,329,353,Using only (2)
,,,,06037207305,,0,6,37,,207305,,,,,,,820,734,86,1181,617,117,7,156,7,146,131,Using only (2)
,,,,06037207306,,0,6,37,,207306,,,,,,,1839,1495,344,2227,899,478,30,318,1,226,275,Using only (2)
,,,,06037207307,,0,6,37,,207307,,,,,,,1047,911,136,1160,408,338,12,114,2,95,191,Using only (2)
,,,,06037207308,,0,6,37,,207308,,,,,,,996,905,91,1407,708,217,14,131,0,124,213,Using only (2)
,,,,06037207400,,0,6,37,,207400,,,,,,,585,534,51,2002,847,441,25,356,4,183,146,Using only (2)
,,,,06037207711,,0,6,37,,207711,,,,,,,2511,1421,1090,2280,934,283,2,635,6,187,233,Using only (2)
,,,,06037207712,,0,6,37,,207712,,,,,,,3716,3170,546,4737,1969,483,16,1519,4,278,468,Using only (2)
,,,,06037207901,,0,6,37,,207901,,,,,,,2860,2252,608,3645,1268,402,12,1258,3,314,388,Using only (2)
,,,,06037207902,,0,6,37,,207902,,,,,,,5431,4553,878,7405,2777,771,52,2359,9,666,771,Using only (2)
,,,,06037208001,,0,6,37,,208001,,,,,,,1230,1118,112,2494,524,282,35,664,0,666,323,Using only (2)
,,,,06037208002,,0,6,37,,208002,,,,,,,1373,1314,59,4113,862,218,143,303,7,1992,588,Using only (2)
,,,,06037209105,,0,6,37,,209105,,,,,,,901,854,47,2665,195,136,182,93,10,1698,351,Using only (2)
,,,,06037209106,,0,6,37,,209106,,,,,,,1423,1316,107,2632,397,282,70,765,1,768,349,Using only (2)
,,,,06037209201,,0,6,37,,209201,,,,,,,2130,1751,379,2852,951,361,18,966,1,261,294,Using only (2)
,,,,06037209202,,0,6,37,,209202,,,,,,,539,480,59,1234,170,91,65,198,2,565,143,Using only (2)
,,,,06037211123,,0,6,37,,211123,,,,,,,1391,1266,125,2097,368,125,4,1336,0,132,132,Using only (2)
,,,,06037211124,,0,6,37,,211124,,,,,,,2047,1887,160,4070,461,193,53,2197,4,815,347,Using only (2)
,,,,06037214504,,0,6,37,,214504,,,,,,,1989,1875,114,3871,1611,267,11,1468,0,163,351,Using only (2)
,,,,06037214505,,0,6,37,,214505,,,,,,,1057,979,78,1817,1004,145,6,360,2,91,209,Using only (2)
,,,,06037214903,,0,6,37,,214903,,,,,,,1126,1016,110,1542,1195,45,0,122,3,48,129,Using only (2)
,,,,06037214904,,0,6,37,,214904,,,,,,,1173,1075,98,1696,1264,61,6,162,1,53,149,Using only (2)
,,,,06037216201,,0,6,37,,216201,,,,,,,1503,1406,97,2701,1508,241,4,539,6,115,288,Using only (2)
,,,,06037216202,,0,6,37,,216202,,,,,,,1543,1429,114,2838,1154,626,11,398,2,246,401,Using only (2)
,,,,06037216301,,0,6,37,,216301,,,,,,,600,570,30,1374,983,59,3,115,0,49,165,Using only (2)
,,,,06037216302,,0,6,37,,216302,,,,,,,2123,1954,169,3551,2027,421,9,551,4,124,415,Using only (2)
,,,,06037216901,,0,6,37,,216901,,,,,,,1319,1235,84,2888,1122,843,21,206,0,308,388,Using only (2)
,,,,06037216902,,0,6,37,,216902,,,,,,,1199,1140,59,2331,1128,448,26,196,4,261,268,Using only (2)
,,,,06037217101,,0,6,37,,217101,,,,,,,990,951,39,2520,559,483,61,154,2,904,357,Using only (2)
,,,,06037217102,,0,6,37,,217102,,,,,,,1502,1378,124,2930,1183,765,37,202,4,368,371,Using only (2)
,,,,06037222700,,0,6,37,,222700,,,,,,,330,301,29,4704,2026,631,20,1442,12,329,244,Using only (2)
,,,,06037224701,,0,6,37,,224701,,,,,,,646,561,85,2077,626,146,24,822,0,333,126,Using only (2)
,,,,06037224702,,0,6,37,,224702,,,,,,,1293,1062,231,3287,1257,161,13,1111,38,482,225,Using only (2)
,,,,06037226701,,0,6,37,,226701,,,,,,,724,695,29,2969,372,106,76,19,2,1986,408,Using only (2)
,,,,06037226702,,0,6,37,,226702,,,,,,,709,684,25,2884,311,174,119,14,1,1772,493,Using only (2)
,,,,06037231301,,0,6,37,,231301,,,,,,,827,780,47,2797,228,565,61,38,0,1353,552,Using only (2)
,,,,06037231302,,0,6,37,,231302,,,,,,,838,806,32,2733,269,719,55,50,5,1205,430,Using only (2)
,,,,06037231601,,0,6,37,,231601,,,,,,,676,643,33,2254,197,652,49,35,2,1008,311,Using only (2)
,,,,06037231602,,0,6,37,,231602,,,,,,,640,611,29,2148,225,466,55,41,0,1033,328,Using only (2)
,,,,06037231603,,0,6,37,,231603,,,,,,,828,786,42,2737,184,472,69,46,2,1589,375,Using only (2)
,,,,06037231901,,0,6,37,,231901,,,,,,,737,719,18,2741,218,385,87,20,0,1658,373,Using only (2)
,,,,06037231902,,0,6,37,,231902,,,,,,,834,810,24,3166,301,486,86,14,2,1899,378,Using only (2)
,,,,06037232401,,0,6,37,,232401,,,,,,,1016,958,58,3702,286,1011,121,57,1,1850,376,Using only (2)
,,,,06037232402,,0,6,37,,232402,,,,,,,990,946,44,3163,250,973,58,37,0,1471,374,Using only (2)
,,,,06037232601,,0,6,37,,232601,,,,,,,579,562,17,2052,170,476,65,13,2,1071,255,Using only (2)
,,,,06037232602,,0,6,37,,232602,,,,,,,1260,1222,38,4540,400,836,164,20,0,2590,530,Using only (2)
,,,,06037232701,,0,6,37,,232701,,,,,,,563,538,25,2228,173,401,46,9,4,1339,256,Using only (2)
,,,,06037232702,,0,6,37,,232702,,,,,,,1084,1006,78,3932,370,896,105,39,1,2079,442,Using only (2)
,,,,06037234001,,0,6,37,,234001,,,,,,,998,963,35,2361,257,1574,10,93,3,180,244,Using only (2)
,,,,06037234002,,0,6,37,,234002,,,,,,,1023,979,44,2977,251,1135,86,73,0,1071,361,Using only (2)
,,,,06037234301,,0,6,37,,234301,,,,,,,1089,966,123,1918,156,1435,9,22,0,130,166,Using only (2)
,,,,06037234302,,0,6,37,,234302,,,,,,,1417,1326,91,2597,113,2032,16,29,13,182,212,Using only (2)
,,,,06037236001,,0,6,37,,236001,,,,,,,2187,2096,91,4422,1250,1977,28,397,10,209,551,Using only (2)
,,,,06037236101,,0,6,37,,236101,,,,,,,1327,1254,73,2823,223,1432,43,343,4,465,313,Using only (2)
